"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,1,2,1,3,1,2,3,3,2,1,3,2
"2",3,1,1,3,3,2,3,2,2,3,3,1,2
"3",1,2,2,3,3,2,2,1,1,1,1,3,3
"4",2,3,2,3,3,3,2,1,1,2,3,2,1
"5",2,3,3,1,3,3,3,2,1,3,2,3,2
"6",1,1,3,2,3,2,2,1,2,3,2,3,1
"7",3,2,1,1,2,1,1,2,1,2,2,3,1
"8",3,3,2,1,1,2,1,2,2,1,2,3,3
"9",3,1,2,2,2,2,1,1,2,1,3,1,1
"10",3,2,3,2,3,1,1,2,3,1,3,2,3
"11",2,2,1,3,3,2,1,3,3,3,2,3,1
"12",1,3,1,2,1,2,2,2,3,1,1,3,1
"13",2,2,3,1,2,3,1,1,3,1,2,3,3
"14",1,1,3,1,1,2,3,2,3,2,3,2,1
"15",3,3,3,3,2,1,3,1,2,2,3,3,1
"16",1,2,2,1,2,1,2,2,3,3,2,1,1
"17",3,2,2,1,3,2,3,1,3,2,1,1,3
"18",1,3,1,1,3,1,1,1,2,2,3,2,2
"19",2,3,1,2,3,3,2,3,3,1,3,1,2
"20",1,1,2,2,3,3,1,3,1,3,2,2,3
"21",2,1,1,2,1,1,1,1,2,2,1,1,3
"22",3,3,3,2,2,2,3,3,3,1,2,2,2
"23",3,3,1,3,2,2,1,3,1,3,1,1,2
"24",3,2,3,3,1,3,2,2,2,3,2,1,3
"25",1,1,1,3,2,3,3,1,3,2,2,3,2
"26",2,2,2,2,1,1,3,3,2,3,3,3,2
"27",1,1,2,1,1,1,3,1,1,1,2,1,2
"28",2,3,3,1,1,2,1,3,2,3,1,2,1
"29",2,3,1,2,1,2,3,1,1,3,2,1,3
"30",2,2,3,2,3,1,3,3,1,1,1,1,1
"31",1,3,3,3,3,1,2,3,2,2,2,1,3
"32",1,2,2,2,1,3,1,3,3,2,3,1,1
"33",2,3,2,3,1,1,3,2,3,2,1,2,3
"34",2,1,2,3,2,3,3,3,2,1,3,3,3
"35",3,2,1,1,1,3,2,1,3,3,3,2,2
"36",1,3,1,2,2,1,2,2,1,3,3,3,3
"37",2,1,3,3,2,1,1,1,3,3,1,2,2
"38",1,2,3,3,1,2,1,2,1,1,3,2,2
"39",1,3,2,3,2,3,1,2,2,1,1,1,2
"40",2,1,1,1,3,3,2,2,2,1,1,2,1
"41",3,1,3,2,1,3,2,2,1,2,1,3,2
"42",3,2,2,2,2,3,3,1,1,3,1,2,1
"43",1,2,1,1,2,3,3,3,2,2,1,2,3
"44",2,1,3,1,2,2,2,3,1,2,3,1,3
"45",3,1,1,3,1,1,2,3,1,1,2,2,1
