"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,2,3,1,3,4,3,3,2
"2",4,4,2,1,1,4,2,2,1,2
"3",4,1,1,2,3,2,1,2,2,1
"4",4,2,3,2,3,4,4,3,3,4
"5",2,2,3,4,4,4,2,2,2,3
"6",3,3,4,3,1,2,2,3,1,4
"7",4,1,4,2,4,3,3,4,1,3
"8",2,4,1,3,2,4,1,4,2,4
"9",3,3,4,1,2,3,1,1,3,3
"10",3,1,1,4,1,2,3,1,3,4
"11",3,2,2,3,4,1,1,1,1,2
"12",1,3,3,2,1,3,3,1,2,1
"13",1,2,3,1,1,2,1,4,4,3
"14",1,1,2,1,2,1,3,3,2,4
"15",1,1,4,3,3,4,2,1,4,2
"16",3,3,1,1,4,4,3,3,4,1
"17",2,3,1,2,3,1,2,4,3,2
"18",3,4,3,4,3,2,4,4,2,2
"19",4,2,2,4,2,3,2,4,4,1
"20",2,2,4,1,2,1,4,2,1,1
"21",1,4,4,4,4,1,1,3,3,1
"22",4,4,3,3,2,1,3,2,4,3
"23",2,4,2,2,4,2,4,1,4,4
"24",1,3,1,4,3,3,4,2,1,3
