"","V1","V2","V3"
"1",1,1,2
"2",1,4,4
"3",4,3,2
"4",2,2,1
"5",3,3,4
"6",2,3,3
"7",4,1,1
"8",1,3,1
"9",1,2,3
"10",2,1,4
"11",4,2,4
"12",4,4,3
"13",2,4,2
"14",3,4,1
"15",3,2,2
"16",3,1,3
