"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,1,2,2,3,2,3,3,3,1,1
"2",3,2,2,1,2,1,1,3,2,3,1
"3",1,1,3,3,2,3,1,3,2,2,3
"4",3,2,1,2,2,3,1,1,3,1,3
"5",1,2,2,3,1,2,3,3,1,3,2
"6",1,2,3,1,1,2,3,1,3,2,1
"7",1,2,1,3,3,2,2,2,3,1,3
"8",3,3,1,1,1,3,3,3,2,2,3
"9",3,3,3,3,2,2,2,1,3,3,2
"10",2,3,3,1,2,2,2,3,2,1,3
"11",1,3,2,3,1,1,2,1,2,2,3
"12",2,3,2,2,2,2,3,1,1,3,3
"13",3,3,2,3,1,1,1,2,1,1,1
"14",2,2,1,1,3,3,2,1,1,3,2
"15",2,3,1,2,1,1,3,2,2,1,2
"16",3,1,1,2,1,2,2,1,2,2,1
"17",3,3,3,1,3,2,1,2,1,2,2
"18",2,2,1,3,2,2,1,2,3,2,1
"19",3,1,1,3,3,1,2,3,1,3,3
"20",3,2,3,2,2,3,3,2,1,2,3
"21",2,2,3,1,1,1,1,2,3,3,3
"22",1,3,1,2,3,1,1,1,2,3,1
"23",3,1,2,1,1,3,2,2,3,3,2
"24",2,1,2,3,2,3,2,1,1,1,1
"25",3,2,3,3,3,1,3,1,2,1,2
"26",1,2,3,2,1,3,1,1,1,1,2
"27",1,1,1,1,2,1,3,2,1,2,2
"28",1,3,1,2,2,3,3,3,3,3,1
"29",2,1,3,3,1,3,3,2,2,3,1
"30",2,1,1,1,1,2,1,3,1,1,2
"31",2,3,2,3,3,3,1,3,3,2,2
"32",1,3,2,1,3,3,2,2,2,1,1
"33",1,1,2,2,3,2,1,2,2,3,3
"34",2,1,2,1,3,1,3,1,3,2,3
"35",1,1,3,2,2,1,2,3,3,1,2
"36",2,2,3,2,3,1,2,3,1,2,1
