"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,2,1,1,2,2,3,2,1,1,1,1,3
"2",3,3,1,1,3,2,2,3,2,2,3,1,3
"3",3,3,2,2,2,2,1,1,1,3,1,2,3
"4",3,3,1,2,3,3,3,2,1,1,2,2,1
"5",1,1,2,1,1,2,3,2,2,3,3,2,1
"6",2,2,3,1,2,3,2,1,1,1,3,2,1
"7",3,1,2,2,2,1,3,3,2,1,1,3,3
"8",2,3,2,1,3,1,3,3,1,3,1,2,2
"9",3,1,1,1,3,2,2,1,3,1,1,2,2
"10",1,1,2,1,3,1,3,2,3,2,2,3,1
"11",3,2,3,1,3,2,1,2,1,3,2,3,2
"12",3,3,3,1,1,1,2,2,2,2,1,3,1
"13",2,1,3,3,3,2,3,1,3,3,2,2,3
"14",3,1,1,3,2,1,2,2,1,3,3,2,1
"15",1,2,2,3,1,1,2,1,1,2,3,3,3
"16",3,3,2,3,1,3,2,3,3,3,2,3,3
"17",2,1,2,2,1,2,1,3,1,1,3,1,1
"18",2,2,2,3,3,1,3,3,2,1,2,1,1
"19",2,3,1,3,1,2,1,3,2,2,1,2,1
"20",1,3,3,3,1,2,2,2,3,1,1,1,2
"21",1,1,3,1,1,3,1,3,1,2,2,2,3
"22",2,2,1,1,1,1,1,1,2,3,2,1,2
"23",1,1,3,2,2,3,3,1,2,2,1,2,2
"24",1,2,1,3,2,3,1,3,2,3,1,3,2
"25",2,3,1,2,2,1,3,1,3,3,3,3,1
"26",1,2,3,2,3,2,2,3,3,3,1,3,1
"27",2,1,3,3,2,1,1,2,3,2,1,1,3
"28",2,3,2,1,1,3,3,1,2,1,2,3,3
"29",2,3,3,3,2,2,3,3,1,2,3,3,2
"30",3,2,3,2,1,1,1,3,3,1,3,2,2
"31",2,1,1,2,1,3,2,2,1,1,1,3,2
"32",2,1,2,1,2,3,2,3,3,3,3,1,2
"33",3,1,3,3,2,2,1,1,2,1,2,3,1
"34",3,2,1,3,1,2,3,1,3,2,3,1,2
"35",1,2,1,2,2,1,2,3,3,1,2,2,3
"36",3,2,3,2,1,3,3,2,2,3,2,1,3
"37",1,3,3,2,3,1,2,2,2,3,3,1,3
"38",1,3,2,3,3,3,1,2,2,1,3,2,2
"39",1,1,1,2,3,1,1,1,1,2,2,1,2
"40",2,2,1,2,3,3,1,2,3,2,3,3,3
"41",3,2,2,3,3,3,2,1,1,2,1,1,1
"42",1,3,2,1,2,3,1,1,3,2,2,1,1
