"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,2,2,1,3,2,3,1,2,3,1,1,2
"2",1,3,1,3,3,1,1,1,2,2,3,2,2
"3",2,3,3,2,2,3,1,1,3,3,1,2,1
"4",3,1,2,3,3,2,1,3,2,1,1,3,1
"5",1,1,3,1,2,1,3,3,3,2,1,2,3
"6",3,2,2,1,1,3,1,2,3,2,3,3,3
"7",3,2,3,3,1,1,3,2,1,2,2,2,1
"8",1,2,1,2,1,2,3,1,3,1,2,3,2
"9",2,2,1,2,3,1,2,3,3,3,3,1,1
"10",2,1,1,3,1,3,2,2,2,2,1,1,3
"11",3,3,1,1,2,3,2,3,1,1,2,2,2
"12",1,1,3,2,3,3,2,2,1,3,2,3,2
"13",2,1,2,2,2,1,1,1,1,1,2,1,3
"14",2,3,2,3,2,2,3,3,1,3,3,3,3
"15",1,3,3,1,1,2,2,2,2,1,3,1,1
