"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,3,1,3,2,1,2,3,3,2,3,2,1,1,3,1
"2",3,1,3,3,1,2,1,1,3,2,2,2,1,1,2,3
"3",3,3,1,1,2,1,1,2,2,2,1,3,2,3,1,1
"4",1,1,2,1,1,2,2,3,3,1,1,2,3,2,1,1
"5",1,3,2,3,2,2,3,2,3,3,3,3,1,3,2,2
"6",1,2,2,3,1,3,1,2,2,1,3,2,2,3,3,3
"7",1,1,1,2,2,3,3,2,3,2,1,1,2,1,3,3
"8",2,3,1,3,1,2,2,1,1,3,1,1,2,2,1,3
"9",2,2,2,1,1,1,3,1,1,1,3,3,2,1,2,1
"10",2,2,3,3,2,3,1,1,3,2,1,3,3,2,2,1
"11",2,1,1,2,1,3,1,2,1,1,2,3,1,1,1,2
"12",3,2,2,1,3,1,2,2,3,1,1,1,1,2,2,3
"13",1,3,2,2,1,1,1,3,2,3,1,1,3,1,2,2
"14",2,1,2,1,2,3,2,1,2,3,2,1,1,3,3,1
"15",1,1,3,3,3,1,2,2,1,3,2,3,2,2,3,1
"16",2,1,1,3,3,2,3,2,1,1,1,2,3,3,2,2
"17",3,2,3,2,1,2,3,3,2,3,1,3,1,2,3,2
"18",3,2,2,3,3,3,3,3,2,3,2,1,2,1,1,1
"19",3,2,1,2,1,1,3,1,3,3,2,2,3,3,3,2
"20",2,1,2,2,3,1,2,3,3,2,3,3,2,3,1,3
"21",1,3,3,2,3,3,2,1,2,1,1,2,1,1,1,2
"22",1,3,1,1,3,3,3,1,2,2,2,3,3,2,2,3
"23",2,2,3,1,3,2,1,2,2,3,3,2,3,1,1,3
"24",1,2,3,1,2,1,3,3,1,2,2,2,1,3,1,3
"25",3,3,3,2,1,3,2,2,1,2,3,1,3,3,2,1
"26",1,2,1,2,3,2,1,1,1,2,3,1,1,2,3,1
"27",3,1,1,1,2,3,1,3,1,3,3,2,2,2,2,2
"28",3,1,3,3,2,1,3,1,2,1,3,1,3,2,1,2
"29",2,3,3,1,3,2,1,3,3,1,2,1,2,3,3,2
"30",3,3,2,2,2,2,2,3,1,1,2,3,3,1,3,3
