"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,2,1,3,2,1,2,3,1,3,1,2,3,1
"2",2,1,2,3,3,1,1,3,3,2,2,1,1,2
"3",2,3,3,2,2,1,3,1,3,2,3,3,3,2
"4",1,3,2,1,2,3,3,2,1,2,1,1,1,2
"5",2,2,2,1,3,1,2,1,1,1,1,3,2,3
"6",3,2,3,3,3,3,3,2,2,3,1,3,2,2
"7",3,3,2,1,1,1,3,3,2,3,2,2,3,3
"8",1,3,1,2,2,3,1,3,2,3,3,3,2,3
"9",3,2,3,2,2,1,1,2,1,1,3,2,1,3
"10",3,3,1,3,1,2,1,1,1,1,2,1,2,2
"11",3,2,3,1,2,3,2,3,3,1,2,1,3,1
"12",2,1,2,2,1,3,1,1,3,3,1,2,2,1
"13",1,1,3,3,2,2,3,3,3,1,1,2,2,3
"14",1,2,3,2,3,2,1,1,1,3,2,1,3,1
"15",2,1,1,1,3,3,1,2,2,1,3,2,3,2
"16",3,1,2,2,3,2,3,3,1,2,3,2,2,1
"17",3,3,1,2,3,2,2,2,3,2,1,1,3,3
"18",3,1,1,1,2,2,2,1,3,3,2,3,1,2
"19",1,2,1,2,1,1,3,2,3,1,2,3,1,1
"20",1,1,3,1,1,1,2,2,2,3,3,1,2,2
"21",1,1,2,3,1,3,2,2,1,2,2,3,3,3
"22",2,2,1,3,1,3,3,1,2,2,3,1,1,3
"23",1,3,2,3,3,2,2,1,2,1,3,2,1,1
"24",2,3,3,1,1,2,1,3,2,2,1,3,1,1
