"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,1,3,2,3,2,4,4,2,4,3,4,2,4
"2",3,2,2,4,2,1,3,2,1,2,4,4,1,4
"3",1,3,3,1,3,1,1,3,1,3,2,3,3,4
"4",1,3,2,3,2,4,3,4,2,4,4,2,4,1
"5",3,2,1,1,4,2,4,1,1,2,3,2,4,2
"6",4,1,3,2,2,3,1,2,1,1,4,1,3,1
"7",1,4,1,3,4,2,1,2,3,3,4,1,2,4
"8",2,4,4,4,4,3,3,4,1,2,2,3,1,1
"9",2,2,4,2,4,1,2,2,3,4,1,2,2,1
"10",1,2,1,4,1,2,2,3,3,1,3,4,3,1
"11",1,4,3,1,3,4,2,1,2,2,4,4,2,2
"12",4,4,3,4,1,4,4,3,1,3,1,2,2,2
"13",3,1,4,3,1,4,1,1,3,3,2,4,4,2
"14",2,3,1,1,2,3,4,2,4,3,1,4,1,1
"15",4,2,2,1,1,2,2,4,2,3,2,1,1,2
"16",2,4,2,2,1,3,2,2,1,4,3,3,4,3
"17",2,1,1,3,2,1,1,4,2,1,1,3,2,3
"18",3,4,4,1,2,2,3,3,3,1,1,2,4,4
"19",2,1,3,4,3,1,3,3,4,3,3,1,4,2
"20",4,4,2,3,3,1,4,1,3,1,2,3,3,1
"21",1,2,4,3,3,4,4,2,2,1,2,1,1,3
"22",4,3,4,4,2,2,1,1,4,4,3,3,1,3
"23",3,3,2,2,4,4,1,3,4,1,3,2,1,2
"24",4,1,1,1,4,4,3,3,3,4,4,3,3,3
"25",4,2,3,3,4,3,2,4,4,2,1,4,4,3
"26",3,3,1,4,3,3,2,1,2,4,1,1,3,4
"27",1,1,2,2,1,3,3,1,4,2,2,2,2,4
"28",2,3,4,2,1,1,4,4,4,2,4,1,3,3
