"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,2,3,2,2,1,3,3,1,1,2,2,1,3,1,1,1
"2",1,3,1,3,2,2,3,3,2,3,3,2,2,3,3,2,1
"3",1,3,2,1,1,1,3,2,1,2,2,3,1,1,2,2,2
"4",3,3,2,3,3,3,1,1,1,2,2,1,2,1,1,2,1
"5",1,2,3,3,2,2,1,2,2,1,1,3,3,1,1,1,2
"6",3,1,1,1,2,1,2,2,3,2,1,3,2,3,1,1,1
"7",1,1,1,2,1,3,1,1,2,3,2,2,1,2,2,1,1
"8",3,1,3,3,3,3,3,2,2,2,2,3,1,3,3,3,2
"9",3,2,1,1,3,2,3,3,3,3,2,1,3,1,2,1,2
"10",2,3,3,2,3,2,1,3,3,2,3,3,3,2,2,3,1
"11",3,3,2,2,1,2,1,3,2,2,1,1,1,3,3,1,3
"12",1,1,2,2,2,1,2,2,1,3,1,1,3,2,3,3,1
"13",3,2,3,2,1,2,3,1,1,3,3,3,2,2,1,3,3
"14",3,2,1,2,1,1,1,2,3,1,3,2,2,1,3,3,2
"15",1,1,2,3,3,1,3,2,3,1,3,1,2,2,2,1,3
"16",2,1,1,3,1,2,2,1,1,2,3,1,3,3,2,2,2
"17",1,3,1,1,3,2,2,1,2,1,1,2,1,2,1,3,2
"18",2,2,3,1,1,3,3,1,3,1,1,1,2,2,3,2,1
"19",3,3,3,1,2,3,2,2,1,1,3,2,3,2,3,1,3
"20",2,1,2,1,2,3,1,3,2,3,3,1,1,1,1,3,2
"21",2,1,1,2,3,3,2,3,1,1,1,3,2,1,2,2,3
"22",2,2,2,1,3,1,1,1,2,3,2,3,3,3,3,2,3
"23",1,2,2,3,1,3,2,3,3,2,2,2,3,3,1,3,3
"24",2,3,3,3,2,1,2,1,3,3,1,2,1,1,2,2,3
