"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,2,1,3,3,2,1,3,3,1,3,1,2,3,3
"2",2,3,2,3,1,3,1,2,3,3,2,1,1,3,2
"3",3,2,3,2,2,3,3,3,1,1,2,1,3,1,2
"4",1,1,2,2,3,3,3,1,2,1,2,2,1,3,1
"5",2,2,3,3,2,1,2,2,2,1,1,3,1,1,1
"6",3,3,2,1,1,1,2,3,1,1,1,2,1,2,3
"7",3,3,3,2,3,1,2,1,2,2,3,1,1,3,2
"8",3,1,2,3,2,2,3,2,1,2,1,1,3,3,1
"9",2,1,1,1,2,3,1,1,2,3,1,1,3,1,3
"10",1,1,3,3,3,3,2,2,1,3,3,2,2,2,1
"11",3,1,1,3,1,2,1,1,2,1,2,3,1,2,2
"12",1,3,3,2,1,2,3,1,3,2,1,1,2,2,1
"13",1,2,2,2,1,3,1,2,1,1,1,3,2,1,3
"14",1,2,1,3,1,1,3,3,2,3,1,2,2,3,2
"15",2,2,1,1,3,2,3,2,1,3,2,1,1,2,3
"16",1,2,2,1,1,2,2,1,1,3,3,3,3,3,2
"17",2,1,2,2,3,1,1,3,1,3,3,3,2,2,2
"18",1,3,2,3,3,1,2,3,2,2,2,1,3,1,3
"19",3,1,3,2,2,3,2,3,3,3,1,2,1,3,3
"20",3,2,2,1,3,1,1,1,3,3,2,2,2,1,1
"21",1,1,2,1,3,2,3,3,3,2,1,3,1,1,2
"22",2,3,1,1,2,3,2,3,1,2,2,3,2,3,1
"23",3,3,1,2,1,1,3,2,2,3,2,3,3,2,1
"24",1,2,3,2,2,1,1,2,3,2,2,3,3,3,3
"25",1,3,1,2,2,2,1,1,1,2,3,2,1,1,1
"26",2,1,1,2,1,2,2,3,3,1,3,2,3,1,1
"27",3,3,3,1,2,2,3,2,2,3,3,3,2,1,3
"28",2,3,3,1,3,2,1,2,2,1,1,2,3,3,2
"29",3,2,1,3,3,3,2,1,3,2,1,3,3,2,2
"30",2,2,3,1,1,3,1,3,2,2,3,1,1,2,1
"31",2,1,3,3,1,1,3,1,1,2,2,2,2,1,3
"32",2,3,2,3,2,3,3,1,3,1,3,2,3,2,3
"33",1,1,1,1,2,1,2,2,3,1,3,1,2,2,2
