"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",4,4,1,4,2,4,2,4,4
"2",1,1,3,2,4,1,4,4,4
"3",3,3,3,2,2,4,1,2,2
"4",3,4,3,4,4,3,3,1,3
"5",3,4,1,1,3,2,4,2,1
"6",1,4,4,2,3,2,2,3,3
"7",3,1,2,3,3,4,2,4,1
"8",2,1,4,1,4,4,2,1,2
"9",4,1,1,2,3,1,3,1,2
"10",1,1,2,1,2,3,1,3,2
"11",4,3,2,1,4,2,2,2,3
"12",2,2,2,4,3,4,4,3,3
"13",2,4,2,3,1,2,3,4,2
"14",1,4,3,1,1,4,4,1,1
"15",2,3,1,2,4,3,1,3,1
"16",2,2,4,3,2,1,2,1,1
"17",1,3,1,3,1,3,1,1,3
"18",4,2,3,2,1,3,3,3,1
"19",1,2,1,3,4,4,3,2,4
"20",3,2,2,2,2,2,4,1,4
"21",3,3,4,4,1,1,4,3,2
"22",4,2,4,4,4,2,1,4,2
"23",4,4,3,3,3,1,1,3,4
"24",3,2,1,1,1,1,2,4,3
"25",4,1,4,3,2,3,4,2,3
"26",2,3,4,1,3,3,3,4,4
"27",1,3,2,4,2,1,3,2,1
"28",2,1,3,4,1,2,1,2,4
