"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,3,3,2,1,1,1,2,2
"2",3,3,2,3,2,2,3,3,1,2
"3",3,2,3,2,2,2,1,2,3,3
"4",1,1,1,2,3,3,3,3,3,2
"5",1,2,2,3,3,2,3,1,3,1
"6",3,1,2,2,3,1,2,2,2,2
"7",2,1,3,1,2,3,3,2,2,1
"8",1,3,2,1,1,1,2,2,3,1
"9",3,2,1,3,1,3,2,3,2,1
"10",2,3,1,2,1,2,3,2,2,3
"11",3,2,1,1,2,1,3,1,3,2
"12",3,3,3,1,1,3,2,1,1,2
"13",2,1,2,1,1,2,1,3,3,2
"14",1,3,2,2,2,3,1,3,1,3
"15",2,3,3,2,3,3,2,1,3,1
"16",3,3,1,1,3,2,1,2,2,1
"17",2,2,2,1,3,1,3,1,1,3
"18",2,1,1,3,2,1,2,3,3,3
"19",1,2,3,1,3,2,2,3,2,3
"20",2,2,1,3,3,3,1,2,1,2
"21",1,1,1,2,2,2,2,1,1,1
"22",3,1,2,3,1,3,1,1,2,3
"23",1,1,3,3,1,1,3,2,1,3
"24",2,2,3,2,1,1,1,3,1,1
