"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,3,1,2,2,3
"2",1,1,1,1,2,3,3
"3",2,2,2,2,2,2,2
"4",2,3,3,1,1,1,1
"5",3,3,3,3,2,1,2
"6",1,2,3,2,3,1,2
"7",3,1,2,1,1,2,2
"8",3,3,3,2,1,2,1
"9",1,2,2,3,2,3,3
"10",1,3,2,3,3,1,2
"11",1,2,1,1,1,1,2
"12",1,2,1,1,3,2,1
"13",3,2,2,1,3,3,2
"14",3,2,2,3,1,1,1
"15",2,3,1,1,1,3,2
"16",1,2,3,1,1,1,3
"17",3,3,2,1,2,1,3
"18",2,1,1,3,3,3,2
"19",2,3,3,3,3,2,3
"20",1,1,1,2,2,1,1
"21",1,1,3,3,1,2,2
"22",2,1,3,1,2,3,2
"23",1,3,3,2,2,3,2
"24",3,2,1,2,2,3,1
"25",2,2,1,3,2,1,3
"26",3,2,3,3,3,3,1
"27",3,1,1,2,3,3,3
"28",2,1,2,2,1,1,3
"29",2,3,1,1,3,2,3
"30",3,3,1,2,3,1,2
"31",1,3,2,1,2,2,1
"32",2,1,2,1,3,1,1
"33",3,1,1,3,2,2,2
"34",2,2,3,2,1,3,3
"35",1,3,1,2,1,2,3
"36",2,3,2,2,3,3,1
"37",3,1,3,2,3,2,1
"38",2,1,3,3,2,1,1
"39",3,3,2,3,1,3,3
"40",1,1,2,2,1,3,1
"41",1,1,2,3,3,2,3
"42",2,2,1,3,1,2,1
