"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,3,1,1,3,2,1,3,2,2,3
"2",3,2,1,2,2,2,3,1,1,2,3,1
"3",2,3,3,2,1,1,1,3,2,2,1,1
"4",3,2,3,1,2,3,1,3,1,3,1,2
"5",1,3,3,2,2,1,3,2,3,1,3,2
"6",1,2,2,3,2,1,1,3,1,3,2,1
"7",3,2,3,3,2,2,3,1,2,3,1,1
"8",2,3,1,3,3,3,1,2,1,2,1,2
"9",2,1,2,3,1,1,3,2,3,2,2,1
"10",2,1,1,3,2,2,1,1,3,1,1,2
"11",3,1,1,2,1,3,2,1,2,2,1,2
"12",2,3,3,2,1,2,1,1,1,1,3,2
"13",3,3,2,3,3,2,2,3,1,2,3,3
"14",2,2,2,1,3,3,2,1,3,1,1,1
"15",1,2,1,1,3,1,2,1,1,2,2,2
"16",3,1,2,2,3,1,2,1,3,3,3,2
"17",3,2,3,3,3,3,1,2,2,1,3,3
"18",3,3,1,3,2,3,2,2,3,1,2,2
"19",1,2,2,3,1,1,1,1,3,2,3,3
"20",3,2,2,3,1,3,3,3,3,2,3,2
"21",2,1,3,3,1,2,2,2,1,3,3,1
"22",1,1,2,1,3,1,1,3,2,1,1,2
"23",3,2,1,2,3,2,1,3,3,1,2,1
"24",2,1,2,2,2,3,1,1,2,3,3,3
"25",2,1,3,2,3,3,3,3,3,3,2,2
"26",3,3,2,1,1,1,3,2,1,3,2,2
"27",1,2,1,2,1,3,1,2,3,3,1,1
"28",2,2,1,1,2,1,3,3,3,3,3,3
"29",2,1,2,1,2,3,3,3,1,1,2,1
"30",2,3,2,1,3,2,1,2,2,3,3,1
"31",1,3,1,2,3,3,3,3,2,2,3,1
"32",3,1,1,1,1,1,2,2,2,1,3,1
"33",3,3,3,2,2,1,2,2,1,1,1,1
"34",1,3,2,2,2,2,2,3,3,3,1,3
"35",1,1,3,1,2,2,1,2,3,2,2,1
"36",1,2,3,1,1,2,2,3,2,1,3,2
"37",1,2,2,2,1,3,3,2,1,1,1,3
"38",2,2,1,3,3,1,2,2,2,3,1,3
"39",1,1,3,3,2,1,2,3,2,2,1,3
"40",1,3,1,1,1,2,3,1,2,3,1,2
"41",2,3,1,3,1,2,3,3,2,1,2,3
"42",3,3,2,1,2,1,1,1,2,1,2,3
"43",1,1,1,1,2,3,2,2,1,2,3,3
"44",2,2,3,2,3,1,3,1,1,2,2,3
"45",1,3,3,3,3,3,2,1,2,3,2,1
"46",3,1,1,2,1,2,1,3,1,3,2,3
"47",1,1,2,3,3,2,3,1,1,1,2,2
"48",3,1,3,1,3,2,3,2,3,2,1,3
