"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",4,2,4,1,3,3,1,3,2,3,3,3,1,4,4,1,3,3
"2",1,2,3,1,4,1,3,3,4,1,3,1,3,3,1,2,3,4
"3",2,1,4,4,3,4,3,2,4,4,4,3,3,2,3,1,2,1
"4",1,3,4,3,1,2,4,3,3,2,1,3,2,1,2,1,1,4
"5",2,2,1,2,3,4,4,4,1,2,4,2,4,3,2,4,1,3
"6",4,4,2,4,2,2,4,1,1,1,3,1,1,3,2,1,2,2
"7",1,3,1,4,1,1,2,1,2,3,4,4,3,4,3,3,3,3
"8",1,1,2,4,2,3,2,4,4,3,2,2,1,1,1,4,3,2
"9",3,3,4,2,1,2,1,4,2,4,3,1,3,2,2,4,4,1
"10",3,1,3,1,1,4,3,1,1,2,1,3,2,4,1,3,4,2
"11",3,4,1,1,2,4,2,4,3,1,2,4,2,2,3,2,2,4
"12",2,2,3,3,4,1,1,2,1,1,2,4,2,2,4,4,1,2
"13",2,4,1,2,4,2,3,2,3,3,1,2,1,3,4,2,4,1
"14",3,4,3,3,3,3,1,1,4,2,4,2,4,1,4,3,4,4
"15",4,3,2,3,4,3,4,3,3,4,2,4,4,4,1,3,2,1
"16",4,1,2,2,2,1,2,2,2,4,1,1,4,1,3,2,1,3
