"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,1,2,1,3,2,3,2,3,3,3,1,1,2,3,1,1,3,2
"2",3,2,2,1,3,3,1,3,1,3,2,2,2,1,3,2,3,3,3
"3",3,2,1,2,3,1,3,2,2,2,1,3,1,3,3,2,1,2,1
"4",1,1,1,3,1,3,2,1,2,3,1,3,2,1,3,2,2,3,2
"5",3,3,1,2,1,3,2,2,3,3,3,1,1,2,1,2,3,2,1
"6",1,3,2,3,2,2,3,3,2,2,2,3,1,1,1,1,3,2,3
"7",1,2,3,2,1,1,1,2,1,2,3,2,1,1,2,1,2,3,1
"8",2,1,3,2,3,1,2,3,2,3,3,2,2,3,1,3,2,1,3
"9",1,2,2,2,3,2,2,1,1,1,1,1,1,3,1,3,3,3,2
"10",2,3,2,3,3,1,1,1,3,3,2,3,3,3,2,2,2,3,1
"11",1,3,3,2,2,3,1,1,3,1,2,2,2,2,3,3,1,2,3
"12",1,2,1,1,1,2,1,3,3,1,3,3,2,3,2,2,3,1,2
"13",2,1,3,1,2,3,3,1,1,2,2,3,1,2,2,3,3,1,1
"14",3,3,3,1,1,1,3,1,2,1,1,1,2,2,1,2,2,3,3
"15",2,3,1,3,2,1,2,3,1,1,2,1,2,2,3,1,2,1,1
"16",3,1,1,2,2,2,3,3,3,1,2,2,3,1,2,3,2,3,1
"17",3,2,3,3,3,3,2,2,3,1,2,3,2,1,1,1,1,1,2
"18",1,2,3,1,2,3,2,3,2,3,1,1,3,3,2,1,1,2,1
"19",3,3,2,3,1,2,1,3,2,3,1,2,1,2,2,3,1,1,2
"20",3,1,3,3,2,2,1,1,2,2,3,1,3,3,3,1,3,2,2
"21",2,3,1,1,2,1,2,1,1,2,3,3,3,1,1,3,1,2,2
"22",2,2,2,2,1,1,3,2,3,2,1,1,3,1,3,3,3,1,3
"23",1,1,1,1,3,2,1,2,1,2,1,2,3,2,1,1,2,1,3
"24",2,1,2,3,1,3,3,2,1,1,3,2,3,3,2,2,1,2,3
