"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,1,3,2,3,2,1,2,1,3,3
"2",1,1,3,3,1,1,1,1,2,2,2,1
"3",1,3,2,2,2,2,3,1,2,3,3,1
"4",3,2,1,1,1,1,2,1,2,2,1,1
"5",3,2,2,1,3,1,1,1,2,3,2,2
"6",1,2,3,1,2,3,1,1,3,1,3,2
"7",1,3,3,1,3,2,2,1,1,2,2,3
"8",1,1,2,2,1,3,2,1,3,3,1,3
"9",3,3,1,2,1,2,3,1,3,1,2,2
"10",3,1,3,1,2,2,3,2,2,3,3,1
"11",3,2,2,2,2,3,3,3,2,1,1,3
"12",1,3,1,2,2,1,1,3,2,1,2,2
"13",1,1,2,3,3,2,3,2,3,1,2,3
"14",2,1,3,3,2,1,1,1,1,1,2,3
"15",2,3,3,3,3,2,3,3,3,2,3,2
"16",1,3,2,3,1,2,1,3,2,3,3,3
"17",3,1,2,2,2,1,1,3,3,2,2,3
"18",2,3,2,2,3,3,1,3,1,2,1,1
"19",1,2,3,2,3,1,2,2,2,2,3,3
"20",2,3,3,1,2,1,3,1,3,3,1,3
"21",2,2,1,1,3,2,2,3,1,3,2,3
"22",2,2,3,1,1,2,1,3,3,1,1,3
"23",3,1,1,3,3,2,2,3,2,1,1,1
"24",3,3,2,1,1,3,1,2,1,2,3,2
"25",2,1,1,1,1,3,3,2,2,2,2,3
"26",3,3,1,2,3,3,1,2,2,3,1,3
"27",1,1,1,1,2,2,1,2,1,3,1,2
"28",1,2,1,2,3,3,3,1,1,1,2,1
"29",3,3,2,1,3,1,3,2,3,1,2,1
"30",2,2,2,3,1,2,3,1,1,2,1,2
"31",1,2,1,3,3,1,3,3,3,3,1,2
"32",2,1,2,1,2,1,2,3,1,1,3,1
"33",2,1,1,2,1,1,2,2,3,3,3,2
"34",3,2,3,2,1,2,1,2,1,1,3,1
"35",2,3,3,2,1,1,3,3,1,3,2,1
"36",3,3,3,3,2,2,2,2,3,2,1,1
"37",2,1,3,1,3,3,2,2,2,1,1,2
"38",3,2,3,3,1,3,2,3,2,3,2,2
"39",1,2,1,1,1,3,2,3,3,2,3,1
"40",3,1,2,3,3,3,2,1,1,3,3,2
"41",1,1,3,2,2,3,3,3,1,2,1,2
"42",3,2,1,3,2,1,3,2,1,2,3,3
"43",2,2,2,3,2,3,1,2,3,3,2,1
"44",2,1,1,2,3,2,1,1,3,2,3,1
"45",1,3,2,3,1,1,2,2,1,1,1,2
