"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,3,1,1,1,1,2,2,1,1,3,3,2,3
"2",3,1,2,3,2,2,1,1,1,3,1,3,3,2,2
"3",2,3,1,2,1,3,1,1,1,1,3,2,3,1,2
"4",2,3,2,3,3,1,2,2,1,3,2,1,1,1,3
"5",1,2,3,3,1,3,2,1,3,3,1,2,2,2,3
"6",3,2,1,1,3,2,3,2,1,1,1,1,2,2,1
"7",1,3,2,1,1,1,2,3,1,2,3,3,2,2,1
"8",3,1,3,3,3,1,2,2,2,1,3,2,2,1,1
"9",1,2,2,3,2,1,1,3,3,1,2,1,3,3,1
"10",2,3,2,1,2,3,2,1,2,2,1,1,1,3,1
"11",2,2,3,2,2,1,3,1,1,3,3,2,2,3,1
"12",2,3,3,3,3,3,3,3,2,2,2,3,3,2,1
"13",3,2,2,1,3,3,2,2,3,3,3,3,3,3,2
"14",1,2,1,2,2,3,1,2,2,3,1,3,1,1,1
"15",1,1,2,2,3,2,3,1,2,2,3,1,3,1,3
"16",1,1,1,3,1,3,3,2,1,2,2,1,2,3,2
"17",1,3,3,1,2,2,3,1,3,1,2,3,2,1,2
"18",2,1,1,1,3,1,1,1,3,2,2,2,1,2,2
"19",2,1,2,2,2,3,3,3,3,1,3,3,1,2,3
"20",3,2,2,1,1,1,3,3,2,3,1,2,1,1,2
"21",1,3,1,3,3,2,1,3,2,3,3,2,2,3,3
"22",3,2,1,3,1,2,2,1,2,1,2,3,1,3,3
"23",2,1,1,2,1,2,2,3,3,3,2,1,3,1,1
"24",3,3,3,2,1,2,1,2,3,2,3,1,1,2,2
"25",3,2,3,1,2,3,1,3,1,2,2,1,2,1,3
"26",3,3,1,2,2,1,3,2,3,2,1,2,3,3,3
"27",1,1,3,2,3,2,2,3,1,1,1,2,1,3,2
