"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,2,3,3,1,1,2,1
"2",3,3,2,2,1,3,1,1,3
"3",1,3,2,1,1,1,1,2,1
"4",3,1,2,1,1,2,2,1,1
"5",1,3,2,3,2,1,3,3,2
"6",1,1,2,2,2,3,3,1,1
"7",2,3,3,3,1,3,2,3,2
"8",2,2,1,1,1,1,3,1,2
"9",1,1,1,3,1,2,2,3,3
"10",1,3,1,2,1,2,2,1,2
"11",1,3,2,3,2,2,1,2,3
"12",3,2,2,3,3,3,1,3,2
"13",2,1,2,3,2,1,2,1,3
"14",2,1,3,3,3,3,1,1,2
"15",2,2,1,2,2,3,3,3,3
"16",2,2,3,2,1,1,1,3,3
"17",2,1,1,1,1,3,1,2,2
"18",2,2,3,1,2,3,3,2,1
"19",3,3,2,2,3,1,3,2,3
"20",3,3,1,1,2,3,2,3,1
"21",3,2,3,3,1,2,3,1,3
"22",3,1,1,2,2,1,1,3,1
"23",2,3,3,2,2,2,1,1,1
"24",3,1,1,3,2,2,3,2,2
"25",1,2,1,3,1,3,2,2,1
"26",3,3,3,1,2,1,2,1,2
"27",1,1,3,2,3,2,2,3,1
"28",3,2,1,1,3,2,1,2,3
"29",1,2,3,1,2,2,1,3,2
"30",1,3,3,2,3,3,3,2,2
"31",1,2,2,1,3,3,2,1,3
"32",1,1,3,1,1,1,3,2,3
"33",2,3,1,3,3,2,3,1,1
"34",3,1,3,2,2,3,2,2,3
"35",3,2,3,3,3,1,2,2,1
"36",3,2,2,2,1,2,3,3,1
"37",2,3,1,1,3,1,2,3,3
"38",2,1,2,1,3,2,3,3,2
"39",1,2,1,2,3,1,1,1,2
