"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,2,3,1,2,1,2,2
"2",2,3,1,2,1,3,1,1,3
"3",2,3,3,3,2,3,1,2,1
"4",3,3,2,1,3,1,1,2,3
"5",1,2,2,1,1,1,1,2,1
"6",1,1,2,3,1,3,2,3,1
"7",1,2,1,2,2,1,2,2,2
"8",1,3,1,2,3,1,1,3,1
"9",2,2,2,2,3,2,3,1,3
"10",2,1,3,1,2,3,3,2,1
"11",2,1,1,1,1,3,2,1,2
"12",2,3,3,1,2,2,2,3,3
"13",2,1,1,3,2,1,1,1,3
"14",3,2,3,1,1,3,2,3,1
"15",3,1,2,2,2,3,2,1,2
"16",3,2,3,2,2,1,3,2,3
"17",3,2,1,1,1,2,2,1,1
"18",2,2,2,3,2,2,3,3,1
"19",3,1,1,3,3,2,2,2,3
"20",2,1,1,3,3,1,3,2,1
"21",1,3,3,2,3,3,3,3,2
"22",3,2,1,2,2,3,1,3,3
"23",1,2,1,1,1,2,3,3,3
"24",3,1,1,1,2,1,3,3,2
"25",3,2,3,3,3,3,1,1,2
"26",3,3,2,3,2,1,2,1,1
"27",1,2,1,2,3,3,3,1,1
"28",2,3,3,2,1,1,3,1,1
"29",1,1,2,2,2,2,1,1,1
"30",1,3,2,1,2,3,3,2,3
"31",1,3,1,3,2,2,1,3,2
"32",2,1,3,2,1,2,1,2,3
"33",1,3,3,3,1,2,2,1,3
"34",2,3,2,2,1,1,2,3,2
"35",3,3,2,1,3,2,3,1,2
"36",3,3,1,3,1,3,3,2,2
"37",2,1,2,1,3,3,1,3,2
"38",1,2,2,3,3,3,2,2,3
"39",2,3,1,1,3,2,2,2,1
"40",3,1,2,2,1,1,3,3,3
"41",1,2,3,1,2,1,1,1,2
"42",1,1,3,1,3,1,2,1,3
"43",2,2,3,3,3,1,2,3,2
"44",3,1,3,2,3,2,1,3,1
"45",1,1,3,3,1,2,3,2,2
