"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,1,3,2,2,2,2,3,3,1,3,3,3,2
"2",3,2,2,1,3,2,1,1,3,3,3,3,2,2,1
"3",3,3,3,3,2,2,2,2,1,1,3,1,2,3,1
"4",1,3,1,1,2,1,2,1,2,1,1,2,2,1,1
"5",2,3,3,2,3,1,3,2,2,3,2,3,1,3,1
"6",1,1,3,1,2,1,1,2,3,2,3,2,1,2,3
"7",3,3,2,2,1,1,3,2,3,2,1,3,2,1,3
"8",1,2,3,3,3,1,2,3,3,3,2,1,2,1,2
"9",2,2,1,1,2,2,3,3,2,3,3,1,1,1,3
"10",3,1,1,1,3,3,3,2,2,1,2,2,2,3,2
"11",3,2,3,1,1,3,2,3,1,2,1,3,1,1,2
"12",1,1,2,2,3,2,3,3,1,1,1,2,1,2,1
"13",1,3,1,2,3,2,1,2,1,2,3,3,3,1,2
"14",1,2,2,2,1,3,3,1,1,3,3,2,2,3,2
"15",1,2,3,3,1,2,3,1,2,1,2,3,3,2,3
"16",2,3,1,3,3,3,2,1,3,1,3,2,1,2,3
"17",2,3,2,1,1,2,1,3,3,1,2,1,3,3,2
"18",2,1,3,2,2,3,3,1,3,2,2,1,3,1,1
"19",2,2,2,1,3,1,2,1,1,2,1,1,3,3,3
"20",3,3,3,2,2,3,1,3,2,3,1,2,3,2,3
"21",3,1,2,3,1,1,2,3,2,2,3,2,3,2,1
"22",1,2,1,3,1,3,1,2,2,2,1,1,1,3,1
"23",3,1,1,2,1,1,1,1,1,3,2,1,1,2,2
"24",2,1,2,3,2,3,1,3,1,1,2,3,2,1,3
