"","V1","V2","V3","V4","V5"
"1",2,2,2,2,1
"2",2,1,2,1,1
"3",1,3,2,2,2
"4",2,1,1,2,3
"5",1,2,1,1,2
"6",2,1,2,3,2
"7",3,2,2,3,1
"8",3,1,2,3,3
"9",2,1,3,3,2
"10",1,1,1,3,1
"11",1,2,1,2,1
"12",1,3,1,2,2
"13",3,3,2,2,3
"14",1,1,3,1,1
"15",1,1,2,2,3
"16",1,2,3,3,2
"17",1,2,2,1,3
"18",3,1,1,1,3
"19",3,1,3,2,1
"20",1,3,3,1,3
"21",3,3,3,3,1
"22",3,2,3,2,3
"23",3,2,1,2,2
"24",3,3,1,1,1
"25",2,3,1,3,1
"26",2,2,2,1,1
"27",2,1,1,1,2
"28",2,3,3,2,3
"29",1,3,2,1,1
"30",3,3,2,1,2
"31",2,2,3,2,2
"32",2,3,3,1,2
"33",1,1,2,2,2
"34",1,3,1,3,3
"35",1,1,3,3,3
"36",2,3,1,3,3
"37",3,1,1,2,1
"38",3,1,3,1,2
"39",2,2,1,1,3
"40",2,2,2,3,3
"41",3,2,1,3,2
"42",3,3,2,3,2
"43",2,3,3,2,1
"44",1,2,3,3,1
"45",3,2,3,1,3
