"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,3,3,1,3,2,1,2,1,3
"2",1,2,1,3,3,2,2,2,1,2
"3",1,1,3,3,2,1,3,2,2,3
"4",2,2,2,3,1,3,2,3,3,3
"5",1,2,3,2,1,3,1,1,1,3
"6",3,1,2,1,2,3,2,1,1,2
"7",3,2,1,1,1,3,3,2,2,3
"8",3,1,2,2,3,1,3,3,1,3
"9",1,3,2,1,3,3,3,1,2,1
"10",3,2,1,2,3,1,1,3,2,1
"11",1,3,1,1,1,1,1,3,1,2
"12",3,3,3,2,3,3,2,2,3,1
"13",2,3,2,2,1,1,3,2,3,2
"14",2,1,3,1,1,2,2,3,2,1
"15",1,1,1,2,1,2,3,1,3,1
"16",3,1,2,3,1,2,1,2,1,1
"17",3,3,1,3,2,2,1,1,3,3
"18",1,1,3,3,3,3,1,3,3,2
"19",2,2,2,3,3,2,3,1,2,2
"20",3,2,3,1,2,2,3,3,3,2
"21",1,3,2,2,2,2,2,3,2,3
"22",2,1,1,1,3,1,2,1,3,3
"23",3,3,3,3,1,1,2,1,2,2
"24",2,3,1,3,2,3,3,3,1,1
"25",2,1,1,2,2,3,1,2,2,2
"26",2,2,3,2,2,1,2,1,1,1
"27",1,2,2,1,2,1,1,2,3,1
