"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,4,3,4,4,1,1,2,4,2,2,4,2
"2",1,3,2,2,3,1,4,1,4,4,4,2,2
"3",2,1,4,2,4,2,3,2,3,3,4,1,1
"4",4,3,2,4,4,4,2,3,3,3,1,1,2
"5",2,3,4,2,1,4,1,1,3,1,1,3,3
"6",1,2,1,4,1,3,3,1,4,3,2,1,3
"7",4,2,1,3,4,1,4,2,3,1,3,3,4
"8",1,4,2,4,2,2,2,4,3,1,3,2,1
"9",3,2,1,2,3,3,1,4,3,4,2,4,1
"10",2,3,1,1,2,1,3,3,1,3,1,3,1
"11",1,3,4,3,4,3,2,3,1,4,3,3,3
"12",4,4,2,2,3,2,3,1,2,2,1,4,3
"13",1,2,3,1,3,2,1,3,2,1,2,1,4
"14",2,1,2,3,4,4,4,4,1,2,2,2,3
"15",3,1,4,3,2,3,4,3,4,1,1,4,2
"16",3,4,4,1,3,4,3,4,4,3,3,2,4
"17",2,3,3,4,1,2,4,4,2,3,4,4,4
"18",4,2,4,2,1,1,2,4,1,2,3,1,2
"19",3,1,3,3,2,1,2,1,2,4,1,2,4
"20",4,4,3,1,1,3,4,2,2,4,2,2,1
"21",3,2,3,4,3,4,3,1,1,1,4,3,1
"22",3,4,1,3,2,3,1,2,1,2,4,1,4
"23",1,1,1,1,2,4,2,2,2,2,3,4,2
"24",4,1,2,1,1,2,1,3,4,4,4,3,3
