"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,3,2,3,3,1
"2",1,1,3,2,4,2,3
"3",4,1,1,4,3,4,3
"4",2,4,1,2,4,4,4
"5",4,4,4,2,2,3,3
"6",3,4,3,3,1,1,4
"7",2,1,3,1,2,4,2
"8",1,3,1,3,1,3,2
"9",3,3,4,1,1,4,3
"10",4,3,1,1,4,2,1
"11",2,2,1,3,2,2,3
"12",4,2,3,3,4,4,1
"13",4,3,3,4,2,2,4
"14",1,4,4,3,3,1,2
"15",2,3,2,4,4,1,3
"16",1,4,2,4,2,4,1
"17",4,2,2,2,1,1,2
"18",3,2,4,4,4,3,2
"19",2,1,4,4,1,2,1
"20",3,4,2,1,3,2,2
"21",3,1,2,3,3,3,4
"22",1,2,2,1,1,3,4
"23",3,1,1,2,2,1,1
"24",1,2,4,1,3,1,4
