"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,3,3,3,3,3,2,2,1,2
"2",3,2,2,3,3,1,1,1,3,3,2
"3",1,1,1,3,1,3,3,3,2,2,2
"4",3,3,2,2,1,1,3,2,3,2,1
"5",3,3,1,2,1,1,1,3,2,1,3
"6",3,2,3,2,3,3,2,3,1,2,3
"7",3,1,2,3,1,2,2,1,1,1,2
"8",2,1,1,2,2,3,3,1,3,1,1
"9",2,3,3,1,1,1,2,1,2,2,3
"10",2,2,1,3,2,1,2,2,1,1,3
"11",1,2,2,2,1,3,2,2,3,3,3
"12",3,1,1,1,2,2,1,2,3,2,3
"13",2,1,3,2,2,1,1,3,1,2,2
"14",3,2,3,3,2,2,3,2,1,3,1
"15",2,1,2,2,3,2,3,1,2,3,3
"16",1,2,3,2,1,2,1,1,2,1,1
"17",2,1,2,1,1,3,1,2,1,3,1
"18",1,2,1,1,3,1,3,1,1,2,1
"19",2,3,1,3,3,2,2,3,3,2,1
"20",1,3,3,3,2,3,1,1,3,2,3
"21",3,3,1,1,2,3,2,1,2,3,2
"22",1,1,2,3,2,1,2,3,2,3,1
"23",1,3,1,2,3,2,1,2,1,3,2
"24",1,1,3,1,3,1,2,2,3,1,2
"25",3,2,2,1,3,3,1,3,2,1,1
"26",2,2,3,1,1,2,3,3,3,3,2
"27",1,3,2,1,2,2,3,3,1,1,3
