"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,3,1,3,2,4,2,4,2,2,4,3,4,4,2,1
"2",3,1,2,4,1,4,3,4,3,3,1,1,3,3,3,4
"3",2,1,3,2,4,4,1,4,2,1,1,4,2,2,1,2
"4",1,3,1,1,3,4,1,2,3,4,2,2,1,2,2,4
"5",1,2,1,3,4,3,3,3,4,1,4,1,3,2,2,3
"6",2,2,4,4,2,1,2,3,1,4,1,3,4,2,1,4
"7",2,4,2,3,1,1,1,2,4,4,4,4,3,3,3,2
"8",3,3,3,3,2,1,4,1,2,1,2,4,3,3,2,4
"9",2,2,3,2,3,4,3,1,1,4,2,1,3,4,4,1
"10",4,1,1,1,1,3,3,2,2,4,3,4,3,3,1,3
"11",2,4,2,2,2,3,4,3,1,2,3,1,1,4,1,4
"12",4,4,4,4,3,4,4,2,3,2,4,2,3,1,1,2
"13",4,4,1,3,2,2,1,1,1,2,1,1,2,2,4,3
"14",4,1,2,2,3,3,2,1,4,1,3,3,4,1,3,4
"15",1,1,4,1,3,2,2,1,1,3,4,3,2,3,2,3
"16",1,4,3,1,3,2,3,3,3,2,1,4,4,3,3,1
"17",3,2,3,4,4,3,1,2,2,2,4,3,1,3,4,4
"18",3,2,3,1,2,2,1,4,4,3,2,1,4,1,1,2
"19",1,3,4,4,2,4,3,1,4,3,3,4,1,2,3,2
"20",4,3,3,1,1,1,3,4,1,1,4,2,1,2,3,2
"21",1,2,2,4,1,2,1,1,3,1,3,2,2,4,1,1
"22",1,4,3,3,4,2,2,4,2,4,3,2,3,1,4,4
"23",2,1,1,4,4,2,4,2,1,1,2,2,4,4,3,2
"24",3,4,1,2,4,1,3,1,4,3,1,2,1,3,1,1
"25",3,4,4,1,1,4,2,3,4,1,2,3,2,4,4,3
"26",4,3,4,2,4,1,1,3,3,3,3,1,4,4,3,3
"27",1,3,2,2,1,3,4,2,2,3,1,3,4,1,4,2
"28",3,1,4,2,2,3,4,3,3,4,4,2,2,2,4,1
"29",4,2,2,3,3,2,4,4,4,4,1,3,1,4,2,3
"30",2,2,1,1,3,1,4,4,3,2,3,4,2,1,4,3
"31",4,3,2,4,4,3,2,3,1,3,2,4,2,1,2,1
"32",2,1,4,3,1,1,2,2,2,2,2,1,1,1,2,1
