"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,2,3,1,3,3,2,1,2,2,3,2,1,3,3,3,1,2
"2",2,2,2,1,1,1,3,3,1,2,3,2,1,2,1,2,3,1
"3",1,3,2,2,3,1,3,2,1,1,2,3,3,3,3,1,2,2
"4",3,1,1,1,3,1,2,3,3,2,1,2,3,1,2,3,3,2
"5",3,1,3,2,3,2,3,1,2,3,2,3,3,2,1,3,2,1
"6",1,1,3,1,1,2,1,3,2,1,1,1,2,3,1,2,2,2
"7",2,3,2,1,3,3,1,2,3,3,1,3,2,2,1,1,1,2
"8",3,2,1,1,2,3,3,2,2,1,2,1,1,1,1,1,2,3
"9",3,3,1,3,2,1,2,1,2,1,1,2,2,3,1,2,1,1
"10",2,1,2,3,3,1,1,2,1,1,2,1,1,1,2,3,1,1
"11",1,2,2,3,2,2,3,3,3,3,2,2,3,3,1,3,1,3
"12",2,1,1,1,1,2,2,1,1,3,2,1,3,2,3,2,1,3
"13",1,3,3,1,2,1,2,2,3,3,3,1,3,1,2,1,2,1
"14",2,3,3,3,3,2,2,3,2,2,1,1,1,2,3,1,3,3
"15",2,2,1,3,2,3,1,3,2,1,3,3,3,2,3,3,2,1
"16",3,3,3,3,1,3,3,3,1,2,2,3,2,1,2,2,1,2
"17",1,1,1,2,2,2,3,2,3,2,1,3,1,1,3,2,2,1
"18",2,3,2,2,1,2,2,1,3,1,3,3,2,1,1,3,3,3
"19",3,2,2,2,1,3,2,2,1,3,1,1,2,3,3,3,3,1
"20",1,2,1,3,1,1,1,1,2,3,2,3,1,2,2,1,3,2
"21",2,1,2,3,2,3,3,1,3,2,3,1,2,3,2,1,3,2
"22",1,2,3,2,2,3,1,1,1,1,1,2,3,1,2,2,3,3
"23",3,1,3,2,1,1,1,2,3,2,3,2,2,2,3,1,1,3
"24",3,3,1,2,3,2,1,3,1,3,3,2,1,3,2,2,2,3
