"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,4,1,4,4,1,3,3,4,3
"2",3,2,2,1,2,3,3,1,3,3
"3",2,4,3,2,2,4,1,1,3,4
"4",3,2,3,1,4,4,3,4,2,2
"5",4,3,3,3,3,1,1,2,3,2
"6",2,3,4,3,1,3,4,4,4,3
"7",3,3,1,4,1,4,4,2,3,4
"8",1,2,3,2,2,1,4,4,1,3
"9",4,4,2,2,1,4,2,4,3,1
"10",1,3,1,2,4,3,4,3,2,4
"11",4,1,3,3,1,3,3,3,1,4
"12",1,1,2,4,4,3,1,4,3,3
"13",1,4,4,3,3,2,3,1,4,4
"14",2,1,1,1,2,1,3,2,2,4
"15",3,4,3,4,3,3,4,3,2,1
"16",4,2,3,1,4,2,4,1,4,1
"17",1,4,3,1,1,2,2,2,2,3
"18",1,2,4,3,4,1,2,3,3,1
"19",4,1,4,1,2,2,4,3,3,2
"20",2,2,2,4,4,2,2,2,1,4
"21",3,3,2,1,3,1,2,4,4,4
"22",2,1,1,2,3,2,3,4,3,1
"23",3,1,2,3,1,1,1,2,2,1
"24",4,2,4,4,2,2,1,4,2,4
"25",1,1,2,3,3,4,4,2,1,2
"26",2,4,4,1,3,4,1,3,1,3
"27",3,4,1,3,2,2,2,4,1,2
"28",3,3,4,4,1,1,3,1,1,2
"29",4,2,1,3,3,4,2,1,2,3
"30",1,3,1,1,1,3,1,1,1,1
"31",2,4,2,2,4,1,4,1,2,2
"32",2,1,3,4,2,3,2,1,4,2
"33",3,1,4,2,4,4,1,2,4,3
"34",2,2,1,2,1,2,1,3,4,2
"35",4,3,4,2,3,3,2,2,1,1
"36",1,3,2,4,2,4,3,3,4,1
