"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,2,1,3,3,3,2,1,3,1
"2",3,1,1,3,2,1,2,1,3,1,2
"3",1,2,2,1,1,1,3,1,2,2,1
"4",1,1,2,3,3,1,2,3,1,2,1
"5",3,2,2,1,2,1,3,3,3,3,1
"6",2,2,1,2,3,1,2,1,1,3,3
"7",2,1,3,2,1,2,3,3,3,3,3
"8",1,3,1,3,1,3,2,2,2,2,3
"9",1,3,3,2,3,3,3,1,2,1,2
"10",2,3,3,1,2,1,3,3,1,2,3
"11",1,3,1,1,2,2,2,3,2,3,2
"12",2,2,1,3,3,3,3,3,3,2,2
"13",3,2,3,2,1,3,2,2,1,1,1
"14",3,1,3,1,3,2,2,1,2,2,1
"15",1,1,3,1,1,1,2,2,1,3,2
"16",3,3,1,2,2,3,1,3,1,2,1
"17",2,2,1,3,1,1,1,2,2,3,1
"18",3,2,1,1,1,2,1,2,3,2,3
"19",3,1,2,2,3,2,1,3,2,3,3
"20",2,3,1,2,1,2,2,1,3,1,1
"21",2,2,2,1,2,2,1,1,1,1,2
"22",3,1,2,3,3,3,1,2,3,1,1
"23",1,3,3,3,3,2,1,2,2,3,2
"24",1,2,2,3,3,3,3,1,1,2,3
"25",3,1,1,2,1,3,3,1,2,3,2
"26",1,2,3,3,2,2,2,2,3,1,3
"27",1,1,1,2,2,2,3,2,1,2,1
"28",3,3,2,2,3,1,2,2,3,2,2
"29",2,1,2,3,2,1,3,2,2,1,3
"30",2,1,1,1,2,3,2,3,2,1,3
"31",1,1,2,2,2,3,1,1,3,3,1
"32",2,1,3,3,1,2,1,1,1,2,2
"33",2,3,3,3,2,2,3,1,3,3,1
"34",1,3,2,2,1,1,1,3,1,1,3
"35",3,3,3,2,2,1,1,1,2,2,3
"36",2,3,2,1,1,3,2,1,3,3,3
"37",2,2,3,2,3,1,1,3,2,1,1
"38",3,2,1,1,3,2,3,2,1,1,3
"39",3,3,2,3,1,2,3,3,2,1,2
"40",1,2,3,1,1,3,1,3,3,2,2
"41",3,2,3,3,2,3,2,3,1,3,2
"42",1,1,1,1,3,1,1,2,3,1,2
