"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,3,3,2,4,3,1,3,4,1,4,2,3
"2",1,3,3,2,2,1,3,2,4,2,1,3,1
"3",4,2,4,2,4,4,1,2,2,4,3,1,1
"4",1,2,2,4,2,3,3,1,1,3,4,2,1
"5",4,2,3,2,1,1,3,4,2,3,2,2,4
"6",3,1,3,1,1,2,1,1,3,2,2,1,1
"7",4,3,4,1,4,2,3,4,1,2,4,2,2
"8",3,1,1,3,3,3,3,2,4,3,2,1,2
"9",2,2,2,1,3,1,2,1,2,1,1,2,2
"10",2,1,2,2,3,2,4,2,1,2,3,4,4
"11",1,3,3,3,1,3,4,1,2,1,3,1,4
"12",3,4,1,1,2,1,3,3,2,1,4,1,4
"13",2,3,3,4,3,2,2,4,2,4,4,4,1
"14",2,1,4,3,2,1,2,4,4,3,3,1,3
"15",1,4,4,1,3,3,2,2,3,4,2,3,4
"16",4,1,3,3,3,4,2,3,1,4,1,2,4
"17",1,2,2,1,3,4,4,4,3,2,4,1,3
"18",4,1,3,4,2,3,4,3,2,1,3,3,2
"19",1,1,1,2,4,1,2,3,3,1,3,4,1
"20",1,2,4,3,2,2,1,3,1,1,2,4,2
"21",4,3,1,2,2,2,4,1,3,4,1,4,3
"22",1,4,2,4,1,2,3,3,4,4,3,2,3
"23",3,3,2,4,4,1,4,2,1,4,2,1,2
"24",4,4,2,3,3,4,4,4,4,1,2,3,1
"25",3,4,4,4,3,1,1,1,1,2,3,3,3
"26",2,4,4,3,4,2,4,3,3,3,1,2,1
"27",4,2,1,3,4,2,2,1,4,2,4,3,4
"28",3,2,2,1,2,3,1,4,4,4,1,4,4
"29",2,1,4,2,1,4,4,1,4,4,4,3,2
"30",3,2,4,4,1,4,3,2,3,1,1,4,3
"31",4,4,2,3,1,1,1,2,3,3,4,4,2
"32",3,3,1,1,1,4,2,3,1,3,3,3,1
"33",1,1,1,4,4,3,1,4,2,3,1,3,3
"34",2,4,1,2,1,3,2,4,1,2,1,1,2
"35",2,3,1,4,2,4,1,2,3,2,2,2,4
"36",2,4,3,1,4,4,3,1,2,3,2,4,3
