"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,3,2,2,2,3,2
"2",1,3,1,2,1,4,3,1
"3",3,1,3,4,4,3,3,1
"4",4,3,3,2,3,2,1,3
"5",3,4,1,1,2,3,4,3
"6",1,4,4,2,4,2,4,1
"7",3,4,4,3,3,2,3,4
"8",4,4,2,4,2,1,1,4
"9",4,4,3,4,1,4,3,3
"10",1,3,3,1,2,1,4,4
"11",1,1,4,4,3,1,2,2
"12",1,1,2,1,3,3,3,3
"13",1,4,2,3,1,3,1,2
"14",3,1,2,2,1,1,2,3
"15",4,2,1,2,2,3,2,4
"16",2,3,1,3,4,1,3,3
"17",3,3,2,2,4,4,4,2
"18",4,2,2,3,3,1,4,1
"19",4,3,4,1,4,3,2,2
"20",2,2,4,4,1,3,4,4
"21",1,2,3,3,4,4,2,4
"22",2,1,4,3,2,4,1,3
"23",2,4,3,1,3,4,2,1
"24",3,2,1,4,3,4,1,2
"25",2,3,2,4,2,2,2,1
"26",4,1,1,3,1,2,4,2
"27",3,2,4,1,1,1,1,1
"28",2,1,1,1,4,2,1,4
