"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,1,2,3,1,2,2,2,3,3,3,3,1,2,1,1,2,3,1
"2",3,3,1,2,2,3,1,2,3,1,1,2,1,1,3,1,2,1,2
"3",2,1,1,2,3,3,3,3,1,1,2,1,2,2,1,1,1,3,2
"4",3,2,1,2,2,3,2,1,1,3,3,1,3,3,2,2,3,3,1
"5",1,2,2,1,3,3,1,1,2,2,3,3,2,2,1,1,2,1,3
"6",2,3,3,3,2,3,2,1,2,1,3,2,1,3,1,3,1,2,3
"7",1,1,3,3,3,2,2,2,1,2,3,1,2,1,3,2,3,1,2
"8",3,3,1,3,3,1,1,2,2,2,2,3,3,1,2,2,1,3,3
"9",3,1,3,2,2,3,3,3,2,3,2,3,3,1,2,3,2,1,3
"10",2,3,2,1,2,1,3,2,3,3,3,1,3,2,2,3,1,1,2
"11",1,1,2,2,2,1,1,2,3,1,2,1,2,3,1,3,3,3,3
"12",2,2,3,3,2,2,1,1,2,3,1,1,3,1,1,1,1,2,1
"13",1,2,2,2,3,3,3,1,3,2,2,2,1,1,3,3,1,3,1
"14",2,2,3,1,1,2,2,3,3,1,3,2,3,1,2,1,3,3,3
"15",1,1,1,3,2,1,3,3,2,2,3,2,3,3,3,1,2,2,1
"16",1,1,3,1,1,3,1,2,2,3,1,2,2,3,3,2,1,3,2
"17",3,3,2,1,1,2,3,1,1,2,2,1,2,3,3,1,2,2,3
"18",3,2,1,3,1,1,3,1,2,2,1,2,2,2,1,3,3,1,2
"19",3,3,3,1,3,1,2,3,2,2,1,1,1,2,1,2,2,3,1
"20",2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1
"21",2,1,1,1,3,2,2,1,3,1,1,3,3,2,3,3,2,2,2
"22",3,2,3,2,1,1,1,3,1,1,3,3,2,2,3,3,1,2,2
"23",1,3,2,3,1,3,3,2,1,1,1,3,3,2,2,2,3,2,1
"24",2,3,2,3,3,2,1,3,3,3,2,2,2,3,3,2,3,1,1
"25",2,2,3,2,3,1,3,2,1,3,1,3,1,3,2,1,3,2,3
"26",1,3,1,1,2,2,2,3,1,3,2,3,1,1,1,3,3,2,2
"27",1,2,1,2,1,2,2,3,3,2,1,1,1,3,2,2,1,1,3
