"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",1,1,3,1,3,2,4,2,2,4,4,4,2,2,4
"2",1,2,1,4,2,3,1,2,1,1,1,3,4,3,4
"3",4,4,3,4,1,2,4,3,2,1,2,2,3,4,3
"4",3,4,1,3,1,3,3,2,1,4,3,3,1,1,4
"5",1,4,2,1,3,1,3,1,3,1,1,3,3,1,2
"6",4,3,2,1,2,4,4,3,1,4,1,1,2,2,2
"7",3,1,4,2,2,4,3,1,2,2,1,2,2,4,4
"8",1,3,2,3,4,2,3,4,4,2,2,1,1,3,4
"9",3,4,2,1,4,4,1,2,2,2,3,2,4,2,1
"10",2,2,1,4,4,4,4,3,3,2,3,4,3,1,3
"11",2,2,4,1,4,1,3,4,1,4,3,2,4,4,3
"12",3,2,3,4,3,1,1,1,2,3,2,1,1,1,3
"13",2,3,4,3,2,2,4,1,4,3,2,3,4,2,1
"14",1,4,4,4,2,4,2,4,3,3,4,2,1,2,2
"15",3,1,3,4,4,3,2,3,4,4,1,3,3,3,1
"16",3,2,1,2,2,1,4,3,3,1,4,2,1,3,1
"17",4,3,3,3,4,1,2,1,1,2,4,4,2,3,2
"18",4,1,2,2,1,1,2,4,3,3,2,4,4,2,4
"19",4,3,4,2,3,3,1,4,4,1,3,3,2,1,3
"20",1,1,4,2,1,2,2,3,1,2,3,1,3,1,1
"21",4,1,1,3,3,3,3,2,4,3,4,1,4,4,2
"22",2,4,1,3,3,2,1,4,2,3,1,4,2,4,1
"23",2,2,3,1,1,4,2,2,4,1,2,4,1,4,2
"24",2,3,2,2,1,3,1,1,3,4,4,1,3,3,3
