"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",3,1,1,2,1,1,2,2,3,2,1,3,1,2,3,3,2,1,3
"2",1,3,3,2,1,3,2,1,1,1,3,1,3,2,2,3,2,2,3
"3",1,2,3,2,3,1,2,2,2,3,3,3,2,1,1,1,3,1,3
"4",2,3,3,3,3,1,1,3,1,1,1,2,3,2,1,2,2,1,2
"5",3,1,3,3,2,3,2,3,3,2,3,1,2,1,2,1,1,1,2
"6",3,1,2,3,2,1,2,1,1,2,1,3,3,1,2,2,3,3,1
"7",1,1,1,1,2,1,3,2,1,3,3,2,1,3,2,1,2,2,2
"8",2,3,1,1,2,2,2,1,1,2,2,1,1,1,1,3,1,1,2
"9",1,3,1,3,3,2,3,2,1,2,1,1,2,3,2,2,1,3,3
"10",2,1,2,1,3,3,1,1,1,2,3,3,2,2,1,3,1,3,1
"11",1,1,3,1,3,2,3,1,3,2,2,3,3,3,3,2,2,1,2
"12",1,3,2,1,2,2,2,3,3,1,3,2,1,2,3,2,3,3,1
"13",3,3,3,3,2,1,3,1,2,3,2,2,2,2,3,3,1,2,1
"14",3,1,1,2,3,1,3,3,3,1,2,1,2,1,1,2,2,2,1
"15",1,1,1,2,2,3,1,2,2,1,1,2,3,3,2,3,3,1,1
"16",2,2,1,3,3,3,3,1,2,1,3,2,1,1,3,2,3,2,3
"17",2,3,1,3,1,2,2,3,2,2,3,3,3,3,3,1,1,2,1
"18",2,1,2,2,2,2,3,3,1,3,2,1,3,2,3,1,3,1,3
"19",2,2,1,1,1,1,2,1,2,1,1,1,2,2,3,1,3,3,2
"20",2,3,3,1,2,1,1,3,3,2,2,3,2,3,2,3,3,2,3
"21",3,2,3,1,3,3,1,2,1,2,1,1,1,2,3,1,3,2,1
"22",1,2,2,3,2,2,1,1,3,1,1,3,1,2,1,1,1,2,3
"23",2,3,2,1,1,3,3,2,3,3,1,2,2,1,2,1,2,1,1
"24",1,2,1,2,1,3,1,3,1,3,2,3,2,1,3,2,1,2,2
"25",1,2,2,3,3,1,1,2,3,3,2,1,3,1,3,3,2,3,2
"26",3,3,1,2,2,2,1,1,3,3,3,2,3,2,1,1,2,3,3
"27",3,2,2,1,3,3,2,3,2,3,1,2,3,3,1,3,1,2,3
"28",2,1,3,3,1,3,2,2,3,3,2,1,1,3,1,2,3,3,2
"29",1,2,3,2,1,2,3,3,2,2,1,2,1,1,1,3,2,3,1
"30",3,2,2,3,1,2,3,2,1,1,3,3,2,3,1,3,3,1,2
"31",3,3,2,2,3,3,3,3,2,1,2,3,1,3,2,1,2,3,2
"32",2,2,2,2,1,1,1,1,2,3,3,1,1,3,2,2,1,1,1
"33",3,1,3,1,1,2,1,2,2,1,2,2,3,1,2,2,1,3,3
