"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,3,2,1,3,3,3,2,2,1,1,2,1,3,2,3,2
"2",1,2,2,3,2,2,1,2,3,2,2,3,3,3,1,1,3
"3",2,3,3,2,2,3,1,3,1,1,2,1,1,2,1,1,2
"4",2,2,1,1,3,2,2,1,2,1,3,1,3,1,1,3,3
"5",3,2,2,3,1,3,3,3,2,2,3,1,2,3,3,2,3
"6",2,1,1,3,3,3,1,1,1,2,1,3,2,2,2,3,3
"7",3,1,1,1,1,2,1,3,3,1,2,3,1,2,2,2,3
"8",2,2,3,1,1,2,3,1,1,2,2,3,1,1,3,3,2
"9",1,1,1,1,3,2,2,3,1,2,3,2,3,3,3,1,2
"10",2,1,1,3,3,2,3,3,2,3,2,2,1,1,2,1,1
"11",2,2,3,2,3,1,1,3,2,1,1,3,2,3,3,2,2
"12",3,3,2,3,1,2,2,3,1,3,1,3,3,2,1,3,2
"13",3,3,2,2,3,3,1,2,1,3,2,2,3,1,3,2,3
"14",3,3,2,1,2,1,1,3,3,2,3,2,2,1,2,3,1
"15",1,1,2,3,1,1,1,1,2,2,3,1,1,1,2,2,2
"16",3,1,3,2,2,1,2,1,2,3,2,2,1,3,1,3,3
"17",2,3,1,1,2,1,2,2,3,3,1,1,1,2,3,1,3
"18",3,3,3,3,3,2,2,1,3,2,2,1,2,3,1,2,1
"19",2,1,2,1,1,1,3,2,1,2,1,1,3,3,1,2,1
"20",3,2,2,2,3,1,3,2,1,1,3,3,1,2,1,1,1
"21",3,1,2,2,2,2,3,1,3,1,1,1,2,1,3,1,2
"22",1,2,1,2,2,2,1,2,1,3,3,1,2,3,3,3,1
"23",1,3,3,3,1,1,2,2,1,1,1,2,2,1,2,1,3
"24",2,1,3,3,2,3,2,2,3,1,3,2,3,2,3,3,1
"25",2,3,1,2,1,3,2,1,3,3,3,3,2,3,2,1,2
"26",1,3,1,3,2,1,3,1,2,1,2,3,3,2,3,2,1
"27",1,1,3,1,2,3,3,2,2,3,3,3,2,1,1,2,3
"28",3,2,3,1,1,3,1,1,2,3,1,2,3,2,2,1,1
"29",1,2,3,2,3,1,3,3,3,3,2,1,3,2,2,3,2
"30",1,2,1,2,1,3,2,3,3,2,1,2,1,1,1,2,1
