"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,3,1,1,2,3,3,2,1,2,1,2,1
"2",1,1,1,2,2,2,3,3,2,3,3,1,1
"3",1,3,1,1,3,2,2,2,1,3,2,3,2
"4",3,3,1,3,2,2,1,1,3,1,3,1,2
"5",3,1,1,2,3,3,2,2,2,1,3,2,1
"6",2,1,2,2,1,2,1,3,1,3,1,2,1
"7",1,2,2,1,1,2,3,1,1,1,3,2,3
"8",3,2,2,1,1,3,3,3,3,3,2,2,3
"9",3,2,3,1,2,1,3,3,3,2,1,3,2
"10",2,2,3,2,3,2,3,1,2,3,1,3,3
"11",3,2,1,3,2,2,1,2,1,3,1,1,3
"12",3,2,3,3,3,3,1,2,3,3,2,2,1
"13",1,3,1,2,2,1,2,3,3,2,1,2,3
"14",3,1,3,2,3,2,3,1,1,2,2,1,2
"15",2,1,1,1,3,1,1,2,3,2,3,1,2
"16",1,3,2,3,1,3,1,3,2,2,2,1,2
"17",2,1,3,1,1,3,1,2,2,3,3,3,2
"18",2,3,2,1,2,3,3,2,3,3,3,1,3
"19",2,3,3,3,3,3,2,1,1,2,3,2,3
"20",1,1,2,2,2,2,1,1,3,1,2,3,3
"21",2,1,1,3,3,2,3,3,3,3,2,3,2
"22",2,3,1,3,1,1,3,1,2,3,3,2,2
"23",1,1,1,3,1,3,3,2,2,2,1,3,3
"24",2,2,1,2,1,1,1,3,1,1,1,3,2
"25",1,1,3,3,2,1,2,2,1,3,2,2,3
"26",3,3,2,3,2,3,2,3,2,1,1,3,2
"27",1,2,3,3,1,2,2,3,3,2,3,2,1
"28",1,2,2,3,3,2,3,2,3,1,1,1,1
"29",2,2,2,3,3,1,1,3,2,1,3,3,3
"30",2,1,2,1,3,3,2,3,1,2,1,1,3
"31",1,3,3,2,3,1,3,2,2,1,2,3,1
"32",3,2,1,1,3,1,1,1,2,2,2,2,3
"33",3,3,2,2,3,1,2,3,1,3,3,1,1
"34",1,2,2,1,2,1,1,2,1,2,3,3,1
"35",3,1,2,2,2,1,2,1,3,3,3,3,2
"36",3,1,1,1,1,2,2,3,2,1,2,1,3
"37",2,3,3,1,2,2,1,3,2,1,2,2,1
"38",3,1,2,3,1,1,3,2,1,1,2,2,2
"39",3,3,3,2,1,2,1,2,1,2,3,3,3
"40",1,2,3,2,2,3,3,3,1,1,3,1,2
"41",2,3,3,2,1,1,2,2,3,1,1,1,3
"42",2,2,1,3,2,3,2,1,1,1,2,3,1
"43",1,2,3,1,1,1,2,1,2,3,2,1,1
"44",1,3,2,2,3,3,1,1,2,3,1,2,2
"45",1,1,3,1,3,3,2,1,3,1,1,2,2
"46",2,2,1,2,1,3,3,1,3,2,2,1,1
"47",3,3,2,1,1,2,2,1,3,2,1,3,1
"48",2,1,3,3,2,1,1,1,2,2,1,1,1
