"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,2,3,1,1,1,2,1,1,2,3,3,2,1,3,2
"2",3,3,2,2,1,2,3,3,1,1,1,2,3,1,2,3
"3",1,3,3,3,3,2,2,3,3,1,2,2,3,2,3,2
"4",3,3,2,3,2,3,2,1,1,2,3,1,3,2,1,1
"5",3,2,2,2,2,1,3,2,3,1,3,1,1,3,3,3
"6",2,1,1,2,2,1,1,1,1,3,2,3,3,3,3,3
"7",2,1,3,1,2,3,2,3,1,1,1,3,1,2,2,3
"8",1,1,2,1,2,2,3,1,3,2,1,1,3,3,2,2
"9",2,3,1,1,1,3,2,3,2,3,2,1,2,3,3,2
"10",2,2,3,2,1,3,1,1,3,1,1,2,2,3,1,1
"11",1,3,1,3,1,1,3,1,2,1,2,3,1,2,2,1
"12",1,3,2,1,3,1,1,2,1,2,1,2,2,3,3,1
"13",2,2,1,3,3,3,2,1,3,2,1,2,1,1,3,3
"14",1,2,3,2,3,3,3,2,1,3,2,1,1,1,2,1
"15",1,2,2,2,1,3,1,2,3,3,3,3,3,2,2,3
"16",1,2,3,3,2,1,1,3,2,2,2,1,2,1,1,3
"17",2,1,1,1,3,2,1,2,2,1,3,1,3,1,2,1
"18",3,2,1,2,3,1,2,3,2,3,1,3,3,2,1,1
"19",1,1,1,2,1,2,2,3,1,2,3,2,1,3,1,2
"20",3,1,2,3,3,3,3,2,2,1,2,3,2,3,1,2
"21",2,1,2,3,2,1,3,3,3,3,3,2,2,1,2,1
"22",3,1,3,3,1,2,1,2,2,3,1,1,1,2,3,2
"23",3,3,1,1,2,2,1,2,3,2,2,3,1,1,1,2
"24",2,3,3,1,3,2,3,1,2,3,3,2,2,2,1,3
