"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,2,2,1,1,1,1,1,1,1,3,3,2,3,2,3,2
"2",3,3,3,2,1,3,2,1,3,2,2,3,1,2,2,1,1
"3",1,2,2,1,2,3,2,2,1,1,1,1,1,2,1,1,3
"4",2,3,3,1,3,2,3,1,2,2,1,2,3,3,3,1,3
"5",1,1,1,3,3,1,3,1,2,1,2,2,1,1,2,1,2
"6",2,2,1,2,1,3,3,2,2,3,3,2,1,1,3,3,3
"7",3,2,2,3,3,2,2,1,3,3,3,1,1,3,1,2,3
"8",1,3,3,3,2,3,3,3,1,2,3,2,2,3,2,2,1
"9",2,3,1,1,2,1,2,3,2,2,2,1,1,3,1,3,1
"10",3,2,3,1,2,1,1,3,3,3,1,2,1,1,3,2,2
"11",3,2,2,3,1,1,3,2,3,1,1,2,3,2,1,3,1
"12",2,2,2,2,3,3,1,3,2,2,3,3,3,1,1,1,2
"13",1,3,3,2,3,2,1,2,3,1,2,1,2,1,2,3,3
"14",3,1,2,2,2,1,2,2,1,2,3,1,3,1,3,1,1
"15",1,1,2,3,1,1,2,3,2,3,2,3,2,3,3,1,3
"16",2,1,1,2,3,3,2,2,3,1,1,3,2,3,3,2,1
"17",2,1,3,3,2,3,1,1,2,3,1,1,3,2,2,3,2
"18",3,3,1,3,2,2,1,3,1,1,2,3,3,2,3,2,3
"19",1,1,1,1,1,2,3,3,3,2,3,1,3,2,2,2,2
"20",3,1,3,1,3,2,3,2,1,3,2,3,2,2,1,3,2
"21",1,3,1,2,1,2,1,1,1,3,1,2,2,1,1,2,1
