"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,1,3,3,3,3,3,2,1,1,2,2,2,2,3,1,2
"2",2,1,1,1,3,2,3,3,2,2,2,1,1,1,1,2,1
"3",1,3,2,1,3,3,2,1,3,2,2,3,2,3,3,2,3
"4",1,2,3,2,2,3,3,3,2,1,1,3,1,1,2,2,3
"5",2,3,1,1,2,3,1,1,2,3,1,2,2,1,3,3,2
"6",2,3,3,1,3,2,2,2,1,1,3,3,3,1,3,3,1
"7",2,1,3,3,1,2,2,1,2,3,1,1,1,3,3,2,3
"8",3,1,3,1,1,1,1,2,2,2,3,3,2,1,2,3,3
"9",1,1,2,3,1,1,1,3,1,3,2,2,3,1,1,2,2
"10",3,1,1,2,3,2,1,1,3,1,2,2,1,3,2,3,3
"11",1,2,1,3,3,1,1,3,2,2,3,1,2,2,3,1,3
"12",1,1,2,2,2,1,3,2,2,1,1,1,3,3,3,3,1
"13",3,3,1,2,1,2,2,3,2,1,3,3,3,3,3,2,2
"14",1,3,1,2,1,1,2,1,1,1,2,1,2,1,2,1,1
"15",1,3,3,1,2,2,1,2,3,1,1,1,2,2,1,1,2
"16",2,3,2,3,1,3,1,2,2,2,2,3,1,3,1,1,1
"17",2,1,2,1,2,3,2,3,3,1,3,2,3,2,1,1,3
"18",3,3,2,3,2,2,3,1,1,2,3,2,1,1,1,3,3
"19",2,2,1,3,1,2,3,1,3,1,1,3,2,2,1,3,1
"20",2,2,2,1,3,1,1,1,1,1,3,1,1,3,2,2,2
"21",3,3,1,2,3,1,2,2,3,3,1,2,1,2,1,2,3
"22",2,3,2,2,1,3,3,3,1,3,2,1,3,2,2,3,3
"23",3,2,1,3,2,3,1,2,3,2,2,1,3,1,2,2,1
"24",3,2,3,2,3,3,2,3,1,2,1,1,2,3,1,3,2
"25",2,3,3,3,2,1,3,3,3,3,3,2,2,3,2,2,1
"26",2,1,2,3,3,1,2,1,3,2,1,3,3,1,2,1,2
"27",1,2,3,2,3,3,1,1,2,3,3,2,3,2,1,2,1
"28",3,2,3,1,2,1,3,1,2,3,2,3,3,3,1,1,2
"29",3,2,2,2,1,2,3,2,3,3,3,1,1,1,3,1,2
"30",1,2,1,1,1,2,3,2,1,2,1,2,3,3,2,1,3
"31",1,1,1,3,2,3,2,2,1,3,3,3,1,2,2,3,2
"32",3,1,2,2,2,2,1,3,1,3,1,3,2,2,3,1,1
"33",1,2,3,1,1,1,2,3,3,2,2,2,1,2,3,3,1
