"","V1","V2","V3","V4","V5","V6"
"1",2,3,3,1,1,3
"2",3,1,3,2,3,1
"3",2,1,2,1,1,2
"4",1,3,2,1,2,1
"5",3,1,1,3,3,2
"6",1,2,2,1,2,3
"7",2,2,1,1,2,1
"8",3,1,1,1,2,2
"9",3,3,3,3,2,3
"10",3,3,1,2,3,1
"11",3,2,3,1,1,1
"12",2,1,3,1,2,2
"13",2,3,2,3,3,3
"14",1,2,1,3,1,3
"15",1,1,3,3,2,1
"16",2,2,1,2,1,2
"17",1,3,1,2,3,1
"18",2,3,3,2,2,1
"19",3,2,2,2,2,3
"20",2,2,3,3,3,1
"21",1,1,1,3,3,3
"22",2,3,1,3,2,2
"23",2,1,2,3,1,3
"24",2,2,2,1,3,1
"25",3,1,2,3,2,1
"26",3,3,2,1,3,2
"27",2,1,1,2,2,3
"28",1,2,1,2,2,2
"29",3,1,3,2,1,3
"30",1,1,1,1,1,1
"31",1,1,3,1,3,3
"32",1,2,3,2,1,2
"33",3,3,1,1,1,3
"34",1,1,2,2,1,1
"35",3,3,2,2,1,2
"36",1,3,2,2,2,3
"37",1,2,2,3,3,2
"38",1,3,3,3,1,2
"39",3,2,2,3,1,1
"40",2,2,3,2,3,3
"41",2,3,1,3,1,1
"42",1,3,3,1,3,2
"43",2,1,2,2,3,2
"44",3,2,3,3,2,2
"45",3,2,1,1,3,3
