"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,2,4,1,1,4,3,3,4,3,2,1,1,1
"2",4,4,1,3,2,2,4,4,3,2,4,1,1,2
"3",4,2,2,2,3,3,2,4,2,3,1,4,1,4
"4",4,3,3,2,1,1,2,1,4,4,3,1,2,4
"5",2,1,1,3,1,2,1,1,2,4,2,2,1,4
"6",2,3,4,4,2,2,3,1,4,3,4,4,4,3
"7",2,1,2,1,4,1,2,2,3,1,4,2,1,1
"8",4,1,3,4,1,2,3,3,1,2,1,2,4,2
"9",2,4,2,2,1,1,4,2,4,2,2,4,3,2
"10",4,3,4,2,2,4,4,3,2,1,4,2,3,4
"11",2,2,2,4,3,4,3,1,2,1,3,1,2,2
"12",1,2,1,4,3,1,4,3,3,3,3,2,4,4
"13",1,4,3,3,4,2,3,3,3,1,1,4,2,4
"14",4,1,1,3,3,4,2,2,4,1,2,3,4,3
"15",3,3,3,4,1,3,1,3,3,1,3,4,1,3
"16",3,1,4,2,4,3,4,4,4,2,3,3,2,4
"17",2,3,1,4,3,3,2,4,4,4,1,2,2,1
"18",3,1,3,3,3,1,3,4,1,4,3,4,3,1
"19",4,4,4,4,2,1,1,2,2,3,2,3,2,1
"20",2,4,2,1,1,4,3,4,2,4,4,3,4,3
"21",3,2,1,1,2,1,3,1,1,1,1,3,2,3
"22",1,2,4,3,1,3,2,1,3,2,4,3,3,1
"23",3,4,3,2,3,4,1,1,3,3,1,2,4,2
"24",2,2,4,3,4,1,1,4,2,2,1,1,3,3
"25",1,1,3,1,2,3,4,2,3,4,1,1,3,3
"26",3,4,2,4,4,3,2,2,1,3,4,1,3,4
"27",1,1,1,2,2,4,1,3,1,3,4,4,2,2
"28",3,3,1,1,4,3,4,1,2,2,2,4,4,1
"29",1,3,2,2,2,2,1,4,1,1,2,1,4,1
"30",4,2,2,1,4,2,1,3,4,4,3,3,3,2
"31",1,4,4,1,3,2,2,2,1,2,3,2,1,3
"32",1,3,3,3,4,4,4,2,1,4,2,3,1,2
