"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,3,3,2,1,1,1
"2",1,2,2,3,2,3,3,2
"3",3,1,1,1,3,2,2,1
"4",1,3,1,3,3,2,3,2
"5",1,1,3,1,1,3,2,2
"6",2,3,2,1,1,2,1,1
"7",2,2,1,2,2,1,2,2
"8",3,2,2,3,1,2,1,2
"9",2,1,2,3,3,2,3,1
"10",3,3,3,3,3,2,2,3
"11",2,1,3,3,1,1,2,1
"12",1,2,1,2,1,2,3,1
"13",3,1,1,3,2,3,1,2
"14",3,2,3,3,3,1,3,2
"15",3,1,2,1,1,3,3,3
"16",2,3,3,3,2,3,1,3
"17",2,1,1,3,1,2,2,3
"18",3,3,1,2,3,1,1,1
"19",2,2,3,1,3,3,3,1
"20",3,1,1,2,1,1,3,2
"21",1,1,2,1,2,1,2,1
"22",1,2,2,1,3,1,1,3
"23",2,3,3,1,2,1,3,2
"24",3,3,2,1,3,3,2,2
"25",3,2,3,2,1,3,2,1
"26",1,1,3,2,2,2,3,3
"27",2,3,2,2,1,3,3,3
"28",2,2,1,1,1,3,1,2
"29",1,3,3,2,1,1,1,2
"30",1,1,2,2,3,3,1,1
"31",3,2,3,1,2,2,2,3
"32",1,3,2,3,1,1,2,3
"33",2,3,1,3,2,3,2,1
"34",3,3,2,2,2,2,3,1
"35",2,2,1,1,3,1,3,3
"36",1,2,1,2,3,3,2,3
"37",3,1,2,2,2,1,1,3
"38",1,3,1,1,2,2,1,3
"39",2,1,3,2,3,2,1,2
