"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,4,4,2,3,4,3,1,2,1,4
"2",4,3,3,2,3,1,4,4,4,3,2,3
"3",1,3,3,4,3,1,2,1,3,2,4,1
"4",1,4,3,3,1,4,3,4,3,1,3,4
"5",1,3,1,2,1,2,2,4,2,3,1,2
"6",3,1,4,2,3,4,1,4,2,2,4,3
"7",3,3,1,1,2,4,2,2,4,3,4,4
"8",4,2,2,3,4,2,2,3,1,1,4,4
"9",2,4,2,2,2,1,1,3,1,4,3,1
"10",4,1,1,4,1,1,1,2,3,2,2,3
"11",2,1,2,4,4,3,3,4,4,3,3,1
"12",3,1,4,1,2,2,3,3,3,1,2,1
"13",4,2,3,1,1,3,3,1,1,3,3,2
"14",1,2,3,1,4,3,1,3,3,4,1,3
"15",2,4,1,1,4,2,4,1,2,2,3,3
"16",3,1,2,3,2,1,3,1,2,4,1,4
"17",4,4,4,4,4,4,2,2,2,4,2,2
"18",2,2,4,3,1,2,4,2,4,4,4,2
"19",1,2,1,2,3,4,4,2,1,1,2,1
"20",3,4,2,3,3,3,1,1,4,1,1,2
