"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,3,1,2,3,2,1,2,1
"2",3,3,3,1,1,2,3,2,2
"3",3,3,2,3,2,1,2,2,3
"4",3,1,3,2,3,3,1,3,2
"5",2,2,3,1,3,1,1,2,3
"6",2,2,2,3,3,3,3,2,1
"7",1,2,1,3,2,2,3,3,3
"8",1,3,2,3,1,3,2,1,2
"9",3,1,1,1,3,2,2,2,3
"10",2,2,1,1,2,3,2,3,2
"11",1,2,1,2,1,2,1,1,2
"12",3,2,2,1,2,3,1,1,3
"13",2,3,3,2,1,3,1,1,1
"14",2,1,1,3,1,1,3,2,2
"15",1,1,3,1,2,3,2,2,1
"16",3,2,1,3,1,1,1,3,1
"17",2,1,3,2,2,2,3,1,3
"18",1,2,2,1,1,1,3,1,1
"19",1,1,2,3,2,1,1,2,2
"20",2,1,1,3,3,3,1,1,3
"21",1,1,2,1,3,2,3,1,2
"22",2,3,3,3,2,2,1,3,2
"23",1,3,3,1,2,1,3,3,1
"24",3,1,3,3,1,3,3,3,3
"25",3,3,1,2,2,3,3,2,1
"26",2,1,2,2,1,2,2,3,1
"27",2,3,1,1,3,1,2,1,2
"28",3,1,1,2,2,1,2,1,1
"29",2,3,2,1,1,2,1,3,3
"30",1,3,2,2,3,3,2,3,3
"31",1,2,3,2,1,1,2,2,3
"32",3,2,2,2,3,1,3,3,2
"33",3,2,3,3,3,2,2,1,1
