"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,3,2,2,3,1,1,1,1,3,1,2,3,2
"2",2,3,3,2,1,3,3,2,2,3,1,3,1,1,2
"3",1,2,3,3,3,2,1,2,3,1,2,2,3,1,2
"4",3,2,3,3,1,1,2,1,2,2,1,1,3,2,3
"5",3,3,2,1,2,2,2,1,1,1,2,3,3,1,1
"6",3,1,1,2,1,3,2,2,3,3,2,2,3,3,1
"7",3,1,2,3,3,2,1,3,1,3,1,3,2,2,2
"8",2,3,2,1,3,1,1,2,2,3,2,1,1,3,1
"9",1,2,1,1,3,3,3,2,1,2,1,1,3,2,1
"10",3,3,2,2,2,3,3,3,3,1,2,1,1,2,3
"11",2,3,1,3,2,1,2,3,2,1,1,2,2,3,1
"12",3,2,1,2,3,1,3,1,2,3,3,2,2,1,2
"13",1,2,1,2,1,1,1,2,1,1,3,3,1,2,3
"14",1,1,2,3,1,2,2,3,2,2,3,1,1,1,1
"15",2,1,3,1,2,1,3,3,3,2,3,3,3,2,2
"16",1,2,3,1,1,2,3,3,1,3,2,2,2,3,3
"17",1,3,2,3,3,3,2,1,3,2,3,3,2,3,3
"18",2,1,1,1,2,2,1,1,3,2,1,2,1,1,3
