"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,1,2,3,1,2,3,1,1,3,2
"2",2,2,1,3,3,1,2,3,1,2,1
"3",3,3,3,3,2,2,3,3,2,2,1
"4",2,1,3,3,3,3,1,2,2,1,2
"5",3,1,3,1,2,1,2,2,1,3,3
"6",1,3,1,3,2,3,2,2,3,3,2
"7",3,1,1,2,1,2,2,3,3,1,2
"8",2,3,1,1,1,1,3,2,2,1,3
"9",3,2,2,3,2,1,1,1,3,1,3
"10",1,1,1,1,2,2,1,1,2,2,1
"11",1,1,2,2,3,1,3,2,3,2,1
"12",3,3,2,2,1,3,1,2,1,2,1
"13",3,2,1,2,3,3,3,1,2,3,3
"14",1,2,3,2,1,1,1,3,2,3,2
"15",2,3,2,1,3,2,1,3,3,3,3
"16",1,2,2,1,2,3,3,3,1,1,2
"17",1,3,3,2,3,2,2,1,1,1,3
"18",2,2,3,1,1,3,2,1,3,2,1
