"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,2,1,3,2,1,1,2,2,4,3,2,3,3,1,1,4,4
"2",4,3,2,4,4,1,2,2,4,1,3,3,4,1,2,3,2,4
"3",1,2,2,2,2,4,1,1,4,3,1,2,1,1,3,4,1,3
"4",3,1,2,1,3,2,1,4,3,4,3,3,4,2,4,4,3,1
"5",2,3,3,1,1,2,2,3,2,4,2,1,1,4,2,4,2,4
"6",4,3,2,3,4,3,3,2,1,4,1,1,1,2,4,3,4,2
"7",3,4,4,1,1,3,4,2,4,3,3,1,3,1,1,2,3,2
"8",3,3,3,2,1,1,1,2,1,2,4,4,3,2,4,2,1,3
"9",2,3,4,4,2,4,2,2,4,4,1,3,3,4,4,1,2,1
"10",2,1,2,4,1,4,2,4,1,2,1,2,4,2,2,2,3,3
"11",4,2,3,3,1,2,3,4,4,2,3,3,1,4,1,1,1,2
"12",1,1,1,4,1,1,4,2,3,3,4,1,1,3,3,3,2,1
"13",3,3,2,2,2,4,4,3,2,2,4,3,1,1,2,1,4,1
"14",4,4,4,4,1,3,1,4,2,3,3,3,2,3,3,4,4,3
"15",1,4,3,3,3,4,2,4,2,1,3,1,3,2,3,3,1,1
"16",2,1,4,2,4,2,1,3,4,2,4,1,4,4,2,3,4,2
"17",3,1,1,1,4,4,3,3,1,3,3,3,2,4,3,2,1,4
"18",3,1,4,2,3,4,2,2,3,1,2,4,1,3,1,3,4,4
"19",1,2,3,4,4,2,1,3,1,3,2,4,2,1,1,2,3,1
"20",3,3,1,4,4,2,4,3,3,2,1,2,3,3,1,4,1,3
"21",2,1,4,3,3,1,4,1,1,4,2,3,2,2,2,4,1,2
"22",2,4,4,4,4,2,3,1,3,1,4,2,1,2,4,1,3,4
"23",2,4,1,2,2,3,3,4,4,4,4,4,2,2,1,3,2,3
"24",2,2,1,1,1,2,3,1,2,1,1,4,3,1,3,3,4,2
"25",4,4,1,2,3,1,2,1,2,2,1,2,2,4,2,2,3,1
"26",1,4,2,1,4,3,2,1,3,3,2,4,4,3,2,1,1,2
"27",4,2,3,1,2,3,3,1,1,1,4,2,4,3,1,4,2,1
"28",4,1,1,3,2,3,1,3,3,1,2,1,2,1,4,1,2,2
"29",4,2,3,3,3,4,4,1,3,4,4,4,3,4,3,2,3,3
"30",1,3,3,1,3,1,4,4,4,1,2,2,2,3,4,2,4,3
"31",3,2,4,2,3,1,3,4,2,3,1,1,4,1,3,1,2,4
"32",1,4,2,3,2,3,4,3,1,2,2,4,4,4,4,4,3,4
