"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,3,3,3,2,2,3,1,1,1,2,2
"2",2,3,3,1,1,3,1,3,3,1,2,2
"3",1,1,2,3,3,2,2,3,1,3,2,3
"4",1,3,1,2,1,2,3,2,3,3,3,3
"5",3,1,3,2,3,1,2,1,2,1,1,2
"6",3,1,3,2,1,1,2,1,3,3,2,3
"7",3,1,1,2,2,3,1,3,3,2,2,3
"8",1,1,1,1,2,3,2,2,1,2,1,1
"9",1,3,2,1,1,1,3,3,2,2,2,2
"10",2,3,1,1,2,1,1,1,2,3,3,1
"11",3,3,2,1,2,3,3,2,2,1,3,3
"12",3,3,2,3,1,3,2,2,3,3,1,2
"13",3,2,2,1,3,2,1,1,2,2,3,3
"14",3,2,1,3,2,1,3,2,1,3,2,2
"15",2,2,3,1,2,2,3,2,3,1,1,3
"16",2,1,2,3,2,3,2,1,3,1,3,2
"17",3,2,3,3,3,3,1,2,2,3,2,1
"18",2,3,1,3,3,2,1,1,3,2,2,1
"19",1,1,3,1,2,2,1,2,2,3,1,2
"20",1,2,1,2,3,1,1,3,3,1,3,2
"21",3,2,2,1,1,2,2,3,3,3,3,1
"22",1,2,1,2,1,3,2,1,2,1,2,1
"23",3,3,1,1,1,2,2,1,1,2,1,2
"24",1,3,3,3,3,3,2,2,2,2,3,3
"25",1,1,2,1,3,1,3,1,3,3,2,1
"26",2,2,2,3,1,1,1,3,2,1,1,3
"27",2,3,3,2,2,1,2,3,1,3,3,3
"28",1,2,3,3,2,1,2,3,3,2,1,1
"29",2,1,3,1,3,3,3,3,1,2,3,2
"30",2,2,1,1,3,1,2,2,1,1,2,3
"31",3,2,3,2,1,3,3,1,1,2,3,1
"32",1,1,2,3,1,1,1,2,1,2,3,2
"33",2,2,1,2,3,3,3,3,2,3,1,2
"34",2,1,3,2,1,2,1,2,1,1,2,1
"35",2,3,2,2,3,1,3,2,3,2,1,1
"36",1,2,2,2,2,3,1,1,1,3,1,3
"37",3,1,1,3,2,2,3,3,2,1,3,1
"38",2,1,1,3,1,2,3,1,2,2,1,3
"39",3,3,2,2,3,2,1,3,1,1,1,1
