"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4,2,4,3,3,4,3,3,1,1,1,4,4,1,3,3,4,3,2
"2",2,4,2,4,3,3,4,2,4,2,2,1,4,1,4,3,2,2,4
"3",2,2,4,2,3,2,2,4,3,4,4,1,1,1,1,2,4,2,2
"4",4,4,2,3,2,3,4,4,4,3,4,4,2,2,2,1,4,1,2
"5",3,4,1,4,4,2,1,2,1,3,3,2,3,4,1,3,4,3,2
"6",2,1,1,3,2,2,4,2,2,1,4,3,1,2,3,4,1,4,1
"7",4,2,4,4,2,2,2,2,2,4,1,1,3,3,2,1,1,1,4
"8",3,1,4,3,4,1,4,4,3,3,3,3,3,3,4,1,3,3,4
"9",2,3,2,4,1,1,3,4,1,3,1,4,1,4,3,2,1,2,3
"10",1,1,2,1,4,2,1,1,3,2,2,4,4,2,2,1,1,2,2
"11",3,1,3,2,1,4,1,2,1,3,4,2,4,2,4,2,2,1,3
"12",1,3,1,3,1,4,1,4,2,1,2,1,2,2,2,2,3,3,4
"13",1,2,1,2,2,1,3,1,4,4,1,2,3,2,4,4,4,3,3
"14",3,4,1,1,4,3,2,3,2,4,1,3,2,1,3,1,2,4,3
"15",2,4,4,2,2,4,2,1,4,1,3,3,3,4,2,2,1,4,3
"16",1,3,4,1,1,2,4,3,1,2,3,3,3,1,1,4,3,1,3
"17",3,3,1,1,2,1,2,4,3,1,3,1,4,3,3,3,2,1,1
"18",4,2,3,4,1,1,3,1,3,2,2,2,2,1,1,2,2,4,1
"19",4,4,3,2,3,1,1,1,2,2,4,4,2,4,3,4,3,2,4
"20",3,1,2,3,1,3,2,3,4,4,2,3,4,4,1,4,3,2,1
"21",1,3,3,4,3,4,1,3,3,4,3,4,1,3,4,4,2,4,2
"22",2,1,3,1,3,3,4,1,1,3,1,1,2,3,2,3,3,4,1
"23",4,2,2,1,4,4,3,3,4,2,4,2,1,3,1,3,1,3,4
"24",1,3,3,2,4,3,3,2,2,1,2,2,1,4,4,1,4,1,1
