"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,1,1,4,2,1,2,2,2,2,2
"2",2,4,1,3,1,4,4,2,4,1,1
"3",1,2,1,2,4,3,1,3,1,1,1
"4",3,1,4,1,3,4,2,2,4,4,4
"5",4,2,3,4,3,4,4,2,2,1,3
"6",2,1,3,3,1,1,2,3,4,3,3
"7",1,3,3,2,2,3,3,1,4,1,2
"8",2,2,4,1,3,1,3,4,2,2,1
"9",1,4,4,4,2,3,3,3,2,3,4
"10",1,1,3,1,1,2,4,2,1,2,4
"11",1,3,4,3,4,1,1,2,2,4,3
"12",1,2,2,4,1,2,2,4,3,4,1
"13",3,2,1,1,2,3,4,3,3,4,3
"14",2,2,2,3,3,4,1,1,3,2,4
"15",2,3,1,2,3,2,3,2,1,3,3
"16",2,4,3,4,2,4,1,4,1,4,2
"17",4,1,4,2,2,2,1,4,3,1,3
"18",4,4,2,1,3,1,1,3,4,3,2
"19",3,3,2,3,2,1,4,4,1,1,4
"20",3,3,3,1,1,3,1,1,2,3,1
"21",4,1,2,3,3,3,3,1,1,4,1
"22",1,1,2,2,4,4,4,4,3,3,2
"23",3,2,4,4,4,2,4,1,4,3,2
"24",2,4,2,1,4,2,2,1,2,1,3
"25",4,4,1,2,1,1,3,1,3,4,4
"26",3,4,3,3,4,2,3,3,3,2,1
"27",4,3,1,4,4,3,2,4,4,2,4
"28",4,3,4,2,1,4,2,3,1,2,2
