"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,2,1,3,3,3,3,1,1
"2",2,2,3,2,1,1,3,2,1
"3",1,2,2,3,3,2,1,2,2
"4",3,1,3,3,1,3,1,1,2
"5",2,1,2,1,3,1,3,3,2
"6",1,1,1,2,3,3,1,3,3
"7",1,1,1,2,2,2,3,2,2
"8",1,3,2,3,2,1,3,1,3
"9",2,2,2,1,1,2,1,1,3
"10",3,3,1,1,2,2,3,1,1
"11",2,3,3,1,2,3,2,2,2
"12",1,2,3,1,2,3,1,3,1
"13",3,3,1,2,1,1,1,2,3
"14",3,1,3,3,3,2,3,2,3
"15",2,3,1,3,2,1,1,3,2
"16",3,3,2,2,3,2,2,3,1
"17",1,3,2,3,1,3,2,2,1
"18",3,1,2,1,2,1,1,2,1
"19",1,3,3,1,1,2,3,3,3
"20",2,1,1,3,1,2,2,3,1
"21",3,2,2,2,1,3,3,3,2
"22",2,1,2,2,2,3,2,1,3
"23",1,1,3,2,3,1,2,1,1
"24",3,2,1,1,3,3,2,2,3
"25",1,2,1,1,1,1,2,1,2
"26",3,2,3,3,2,1,2,3,3
"27",2,3,3,2,3,2,1,1,2
