"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,1,2,1,2,4,1,1,3,2,1,1,3,3,2
"2",3,4,1,1,2,3,3,4,4,3,4,4,3,1,3
"3",2,1,3,1,2,1,3,3,1,2,3,2,2,4,4
"4",2,3,4,1,4,4,2,1,4,3,2,3,2,2,1
"5",1,3,1,4,2,4,4,4,2,2,4,2,1,3,1
"6",4,1,3,4,3,3,3,3,4,2,1,4,4,2,1
"7",3,1,1,3,4,4,3,2,4,1,3,2,4,4,3
"8",4,2,4,4,2,1,3,2,4,4,2,1,1,3,3
"9",1,2,3,3,1,4,2,4,1,2,2,4,4,1,3
"10",1,4,4,2,3,1,4,2,3,2,1,2,3,1,3
"11",4,4,2,3,1,4,4,3,3,3,3,1,2,2,4
"12",4,3,3,2,3,4,1,2,2,4,4,4,2,4,3
"13",2,1,1,4,1,3,4,2,2,4,2,3,2,1,2
"14",2,3,3,4,4,2,3,4,2,3,1,1,3,4,3
"15",1,4,4,1,4,3,2,2,1,4,3,1,4,3,2
"16",3,3,1,3,3,2,1,3,1,1,2,1,2,1,1
"17",2,2,4,3,3,3,4,1,1,1,4,4,3,3,4
"18",4,4,2,2,2,2,4,1,1,3,2,3,4,4,1
"19",4,2,3,1,4,2,4,4,3,1,3,3,1,1,2
"20",3,2,2,2,3,3,2,4,1,4,1,2,1,2,4
"21",1,2,2,3,3,1,2,3,3,4,4,3,3,4,1
"22",1,1,1,2,4,2,1,3,3,3,2,4,1,3,4
"23",3,4,2,4,4,1,2,1,2,2,3,4,1,2,2
"24",2,3,3,4,2,2,1,1,3,4,3,2,4,1,4
"25",3,1,4,2,1,1,1,4,2,3,4,2,4,2,1
"26",4,3,1,1,1,1,2,2,2,1,1,3,3,3,4
"27",2,4,4,3,1,3,1,3,4,1,1,3,1,4,2
"28",1,2,2,2,1,2,3,1,4,1,4,1,2,2,2
