"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,2,3,2,1,1,1,4,3,3,1,2,3,4,2,3,3,4,1
"2",4,4,2,4,3,3,1,4,2,3,1,3,2,1,1,2,3,1,3
"3",4,2,2,1,3,1,4,2,3,3,4,1,4,4,2,2,1,1,3
"4",3,1,4,1,3,4,3,3,1,4,1,4,1,3,2,4,3,3,3
"5",1,2,1,3,2,2,2,2,1,1,1,1,1,2,1,2,4,4,4
"6",4,3,4,2,4,3,4,3,1,2,3,2,3,4,1,1,4,2,2
"7",1,3,4,1,3,3,2,1,4,2,1,3,2,4,4,2,1,4,3
"8",4,4,2,2,3,2,3,1,1,1,1,1,3,3,4,3,2,2,1
"9",3,4,1,2,2,1,2,4,3,4,2,3,4,3,4,1,4,2,3
"10",2,4,1,3,1,4,3,1,1,3,4,3,2,4,2,1,2,3,4
"11",2,3,1,1,1,2,4,2,2,2,1,4,4,1,2,2,4,3,1
"12",1,3,1,1,1,3,1,3,2,4,3,1,3,3,3,4,2,1,3
"13",3,2,3,2,4,2,1,1,2,4,3,4,3,2,2,1,1,4,4
"14",1,1,2,4,4,2,3,4,4,4,3,3,4,3,1,2,2,3,1
"15",4,2,4,4,1,1,2,1,1,4,3,2,2,1,3,3,4,2,2
"16",1,3,3,1,4,1,3,1,3,1,2,3,1,2,1,1,3,1,2
"17",3,1,1,4,4,3,4,1,3,3,2,1,2,3,3,4,4,4,2
"18",2,3,4,3,3,3,1,2,3,4,4,1,1,1,4,1,3,3,1
"19",2,1,1,2,3,1,2,3,2,1,4,2,2,1,1,4,1,3,2
"20",1,4,3,4,2,1,4,3,1,3,4,4,3,2,4,3,3,4,3
"21",1,4,2,2,2,4,4,2,4,4,2,2,1,1,2,3,1,2,2
"22",1,1,3,4,3,4,1,2,2,1,2,2,4,4,3,2,3,2,4
"23",3,3,4,4,1,4,3,4,3,2,2,1,4,2,1,3,1,3,3
"24",2,2,3,3,4,4,2,3,1,3,2,3,4,2,4,4,1,1,1
"25",3,2,3,3,1,3,4,4,2,1,4,4,1,3,4,2,1,2,2
"26",4,2,2,2,1,3,3,2,4,1,3,3,4,1,4,4,3,4,4
"27",4,3,1,3,4,1,1,3,4,2,2,4,1,4,3,3,2,3,4
"28",3,4,4,4,2,2,2,2,3,1,3,4,2,4,2,4,2,1,1
"29",4,1,2,1,2,4,2,4,2,2,3,2,1,2,3,1,2,4,1
"30",2,4,3,1,4,2,3,4,4,2,4,1,2,2,3,4,4,2,4
"31",2,1,2,3,2,4,1,1,4,2,4,4,3,3,1,3,4,1,2
"32",3,1,4,3,2,2,4,3,4,3,1,2,3,1,3,1,2,1,4
