"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,4,4,2,4,2,2,1,4
"2",1,4,2,1,3,4,1,2,4
"3",2,1,1,2,2,4,4,3,4
"4",4,1,2,3,3,2,4,4,2
"5",4,2,2,4,1,3,3,3,4
"6",3,3,2,2,1,1,4,1,3
"7",4,3,1,3,4,1,1,4,4
"8",3,1,4,4,3,4,1,1,2
"9",1,4,1,4,3,2,3,4,3
"10",1,3,3,4,2,2,4,1,4
"11",2,1,3,1,1,1,2,4,4
"12",3,3,4,1,2,3,4,4,3
"13",2,3,1,1,3,3,2,1,1
"14",1,1,2,3,2,1,2,1,1
"15",1,2,4,2,1,4,3,4,1
"16",4,3,3,3,3,4,4,2,1
"17",1,3,4,1,1,2,1,3,2
"18",2,2,2,2,2,2,1,2,3
"19",1,2,1,2,4,3,4,2,2
"20",4,1,4,4,2,3,2,2,3
"21",2,4,3,3,1,3,3,1,2
"22",2,2,4,3,3,1,3,2,4
"23",4,4,1,1,2,1,3,2,2
"24",3,2,1,4,1,2,1,2,1
"25",2,3,2,4,4,4,2,4,2
"26",2,4,4,4,4,1,4,3,1
"27",3,2,3,2,3,1,2,3,2
"28",4,4,3,2,2,3,1,4,1
"29",4,2,3,1,4,4,3,1,3
"30",3,4,1,3,1,4,2,3,3
"31",3,1,2,1,4,2,3,3,1
"32",1,1,3,3,4,3,1,3,3
