"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,2,4,1,1,3,2,1,1,1
"2",2,2,2,4,2,3,2,3,3,4
"3",4,2,2,3,4,1,1,3,1,1
"4",1,1,2,3,1,4,4,3,2,1
"5",1,2,3,1,2,2,4,1,4,3
"6",2,1,1,1,4,4,3,2,1,2
"7",1,3,2,4,3,4,1,1,4,1
"8",4,4,1,1,3,4,2,3,4,4
"9",4,1,3,2,3,3,4,4,1,4
"10",3,3,3,3,2,4,2,4,1,2
"11",3,1,1,2,2,2,2,2,3,1
"12",3,4,4,4,4,4,4,3,3,3
"13",1,3,1,2,1,2,3,3,1,3
"14",4,3,4,2,2,1,3,3,4,1
"15",1,4,3,2,4,1,2,1,2,2
"16",2,2,4,2,3,4,3,1,2,4
"17",3,2,1,3,4,3,4,2,4,2
"18",3,3,2,1,4,2,1,2,2,4
"19",2,4,2,2,1,3,1,4,4,2
"20",4,2,4,4,1,2,3,4,2,2
"21",1,4,4,3,2,3,1,2,1,4
"22",2,4,3,4,3,2,4,2,1,1
"23",3,1,3,4,1,1,3,2,4,4
"24",2,1,4,1,3,1,1,3,3,2
"25",3,4,2,1,2,1,4,4,2,3
"26",4,4,2,3,3,2,3,1,3,2
"27",4,1,1,4,2,3,1,1,2,3
"28",1,2,1,4,3,1,2,4,2,3
"29",2,1,4,3,4,2,2,4,4,3
"30",4,3,3,2,1,4,1,2,3,3
"31",2,3,1,3,1,1,4,1,3,4
"32",1,3,3,1,4,3,3,4,3,1
