"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,3,1,4,1,3,2,3,2,1,1,1,3
"2",3,1,3,2,1,2,4,3,1,3,1,4,3
"3",1,4,1,2,1,1,1,3,3,2,3,3,1
"4",1,2,3,1,2,4,2,4,4,1,3,4,3
"5",2,2,4,3,1,3,4,2,4,2,4,2,1
"6",2,3,3,4,4,1,3,4,1,2,3,2,4
"7",1,1,2,4,2,2,2,2,1,4,2,1,1
"8",1,4,4,2,3,4,3,2,3,3,1,1,4
"9",3,3,4,4,3,2,1,1,4,3,2,3,3
"10",4,1,2,3,2,1,3,1,3,1,4,3,4
"11",2,2,1,3,3,3,1,3,2,4,4,4,4
"12",4,3,2,3,4,4,4,4,3,3,2,4,1
"13",3,1,3,2,4,4,1,1,2,2,3,1,2
"14",2,4,2,1,3,3,4,1,1,1,2,3,2
"15",4,4,4,1,2,2,2,4,2,4,4,2,2
"16",3,2,1,1,4,1,3,2,4,4,1,2,2
