"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,2,3,1,1,5,2
"2",1,5,2,5,3,3,4,4
"3",5,4,4,5,3,1,3,1
"4",1,2,5,4,2,1,3,4
"5",4,1,3,1,2,2,3,2
"6",1,4,3,1,5,5,2,4
"7",3,4,1,4,5,2,4,5
"8",5,2,2,1,4,5,3,3
"9",5,3,5,4,1,3,4,2
"10",5,3,3,2,2,2,5,4
"11",1,3,4,5,5,2,5,3
"12",2,2,4,2,3,5,4,2
"13",4,3,5,1,5,4,4,1
"14",1,3,2,4,2,3,1,5
"15",4,4,1,4,2,2,2,2
"16",2,3,3,5,1,5,3,5
"17",3,5,4,1,1,1,4,5
"18",1,5,1,2,2,4,3,1
"19",2,5,3,3,1,2,2,1
"20",1,2,4,1,1,3,2,3
"21",5,5,3,4,4,5,5,2
"22",3,1,4,4,2,5,1,1
"23",3,5,5,5,4,3,2,3
"24",3,1,5,3,5,4,3,4
"25",5,4,2,2,1,4,1,4
"26",4,5,2,2,5,1,3,3
"27",3,3,1,3,3,5,2,4
"28",2,4,5,3,2,5,5,3
"29",2,4,5,2,4,2,1,2
"30",3,4,2,1,3,3,5,1
"31",4,1,1,5,1,4,4,3
"32",4,5,4,3,4,4,1,5
"33",4,2,4,4,3,4,5,5
"34",5,2,1,3,5,3,1,1
"35",5,1,5,2,3,2,2,5
"36",2,3,1,1,3,1,1,3
"37",2,1,2,5,5,4,2,2
"38",4,2,3,5,4,1,1,4
"39",1,1,3,3,4,1,4,1
"40",2,1,1,2,4,3,5,5
