"","V1","V2","V3","V4","V5","V6"
"1",5,3,3,5,2,2
"2",4,2,5,4,5,3
"3",4,2,1,2,2,2
"4",1,4,5,3,4,1
"5",4,4,4,2,1,1
"6",5,2,3,1,5,1
"7",3,3,5,1,1,3
"8",3,2,4,2,2,5
"9",1,4,3,1,3,3
"10",4,1,4,5,4,1
"11",2,2,4,4,4,4
"12",2,2,4,3,3,3
"13",5,3,2,3,4,2
"14",3,5,5,2,5,4
"15",3,5,3,3,2,1
"16",2,4,1,3,1,5
"17",2,3,2,4,5,4
"18",5,4,4,1,4,5
"19",5,1,5,3,1,4
"20",4,5,3,4,3,5
"21",4,2,2,5,3,5
"22",1,1,3,3,5,5
"23",1,1,1,5,3,3
"24",5,4,1,4,2,4
"25",3,1,1,1,4,5
"26",1,3,4,2,5,2
"27",2,5,2,1,4,2
"28",3,4,1,5,5,1
"29",3,1,3,4,1,2
"30",4,3,2,1,1,4
"31",3,4,3,5,4,4
"32",2,5,4,5,1,3
"33",2,1,5,1,2,2
"34",1,3,5,5,2,5
"35",5,5,5,4,3,2
"36",5,1,2,2,3,3
"37",1,2,2,4,1,1
"38",4,5,1,3,5,3
"39",2,3,1,2,3,1
"40",1,5,2,2,2,4
