"","V1","V2","V3","V4","V5","V6","V7"
"1",5,5,4,2,2,3,2
"2",1,3,4,1,4,4,1
"3",1,4,5,4,5,2,4
"4",2,2,1,1,2,5,2
"5",1,1,2,5,3,1,3
"6",5,4,3,4,5,5,1
"7",4,5,2,4,1,3,5
"8",4,5,1,1,4,4,4
"9",3,3,4,5,1,1,2
"10",3,3,2,3,2,5,4
"11",4,4,4,1,3,4,3
"12",3,4,1,5,3,3,1
"13",3,1,4,5,4,5,4
"14",2,1,1,3,5,3,5
"15",1,5,1,3,3,2,2
"16",4,2,2,5,5,3,2
"17",3,3,1,2,2,2,5
"18",4,1,4,4,2,1,5
"19",1,2,5,4,2,3,1
"20",5,3,1,3,5,1,3
"21",2,2,4,2,3,1,4
"22",5,2,5,2,3,5,5
"23",4,1,3,3,1,5,1
"24",3,3,5,1,1,2,3
"25",2,2,3,4,4,2,2
"26",5,1,2,1,3,2,1
"27",5,3,5,3,4,3,4
"28",5,4,3,5,2,2,4
"29",1,4,2,2,5,5,3
"30",2,5,3,4,3,4,2
"31",2,5,5,5,2,5,3
"32",1,4,4,3,1,4,5
"33",2,3,2,5,4,4,5
"34",1,1,3,1,1,3,4
"35",4,5,5,3,4,1,1
"36",2,4,2,2,1,1,1
"37",5,2,1,4,1,4,3
"38",4,2,3,2,4,2,3
"39",3,5,3,1,5,1,5
"40",3,1,5,2,5,4,2
