"","V1","V2","V3","V4","V5"
"1",1,3,2,4,2
"2",1,1,3,5,3
"3",5,3,5,5,2
"4",5,2,3,2,4
"5",1,1,2,2,4
"6",4,5,3,4,1
"7",2,2,4,2,3
"8",4,4,5,3,5
"9",3,1,2,1,2
"10",5,4,3,5,3
"11",3,1,3,3,5
"12",3,4,5,2,2
"13",3,3,1,2,1
"14",1,5,3,1,1
"15",2,2,1,1,5
"16",2,4,3,4,5
"17",2,1,4,4,1
"18",5,1,1,3,1
"19",5,5,4,3,2
"20",5,5,2,2,5
"21",5,1,5,1,3
"22",2,5,5,4,3
"23",1,5,1,3,3
"24",4,2,2,4,3
"25",4,2,3,2,2
"26",3,4,2,5,1
"27",4,1,4,5,5
"28",3,2,5,4,4
"29",2,4,2,2,2
"30",3,5,1,5,5
"31",2,2,1,5,2
"32",5,3,1,4,4
"33",4,3,4,1,1
"34",3,5,4,1,4
"35",1,3,5,1,5
"36",1,2,5,3,1
"37",4,3,2,3,4
"38",1,4,4,5,4
"39",4,4,1,1,3
"40",2,3,4,3,4
