"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,14,15,4,9,8,1,6,9,13,9,15,5,10
"2",4,4,6,12,12,5,12,3,3,12,11,4,3,9
"3",11,11,12,15,3,4,6,2,11,10,13,6,9,3
"4",3,2,14,13,8,12,10,11,12,4,5,8,4,2
"5",9,15,1,8,2,7,11,10,14,7,8,1,1,13
"6",5,5,2,14,5,9,3,7,7,3,12,11,13,14
"7",6,9,9,1,15,2,15,8,15,1,10,9,12,7
"8",7,10,5,7,6,14,14,14,6,14,14,12,8,1
"9",1,8,10,6,1,6,7,15,1,9,1,5,15,8
"10",15,1,7,9,7,1,9,9,10,15,2,14,10,12
"11",8,6,3,3,10,13,4,4,13,11,3,3,11,4
"12",14,3,11,5,14,10,5,13,8,6,15,2,7,11
"13",13,7,8,2,4,11,8,1,2,2,7,13,2,6
"14",12,12,13,10,11,15,13,5,5,8,6,7,14,15
"15",10,13,4,11,13,3,2,12,4,5,4,10,6,5
