"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,12,20,9,1,14,12,8,9,20,4,14
"2",5,17,12,18,7,16,18,4,17,9,8,4
"3",8,20,3,12,12,12,6,20,16,14,3,15
"4",7,2,17,6,10,17,8,19,6,4,10,3
"5",4,9,10,17,16,15,4,11,1,8,17,20
"6",2,13,6,14,4,5,1,14,13,1,12,8
"7",11,1,5,19,8,4,10,2,8,17,9,18
"8",13,10,7,2,5,20,19,17,12,13,15,17
"9",18,6,16,15,15,19,2,9,14,16,6,9
"10",15,4,2,10,2,13,7,7,19,10,18,5
"11",9,7,18,11,13,6,17,3,15,3,19,16
"12",17,18,4,8,19,18,13,6,7,2,11,13
"13",19,15,14,5,9,2,9,12,20,7,7,19
"14",20,14,8,13,11,11,16,13,5,19,20,2
"15",6,8,1,7,14,1,20,10,4,12,5,7
"16",14,16,19,20,18,3,11,18,10,11,14,6
"17",16,5,13,16,3,9,15,16,3,5,2,12
"18",10,19,15,3,6,7,3,5,2,15,16,10
"19",3,3,11,4,20,8,14,15,18,18,13,11
"20",12,11,9,1,17,10,5,1,11,6,1,1
